Drugs ,Cell line,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Smiles
,KU812,LCML,blood,chronic_myeloid_leukaemia,0.011224,0.896305,
,MN-60,UNCLASSIFIED,blood,B_cell_leukemia,0.011251,0.875076,
,JURL-MK1,LCML,blood,chronic_myeloid_leukaemia,0.011371,0.919651,
,NCI-H2122,LUAD,lung,lung_NSCLC_adenocarcinoma,0.011437,0.899542,
,K5,THCA,thyroid,thyroid,0.011521,0.868145,
,SCC-3,DLBC,blood,B_cell_lymphoma,0.011682,0.931636,
,OCI-AML2,LAML,blood,acute_myeloid_leukaemia,0.012147,0.939056,
Foretinib,JVM-3,CLL,blood,lymphoid_neoplasm_other,0.01224,0.903809,COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F  
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.003547,0.023286,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.003976,0.036871,
,NKM-1,LAML,blood,acute_myeloid_leukaemia,0.005387,0.058987,
,ESO51,ESCA,aero_digestive_tract,oesophagus,0.008883,0.10472,
,GDM-1,LAML,blood,acute_myeloid_leukaemia,0.011034,0.093907,
,MONO-MAC-6,LAML,blood,acute_myeloid_leukaemia,0.013286,0.10983,
,ALL-PO,ALL,blood,lymphoblastic_leukemia,0.017343,0.121034,
,MV-4-11,UNCLASSIFIED,blood,leukemia,0.029991,0.145029,
,A204,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,0.051676,0.263176,
,EBC-1,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,0.057243,0.26009,
,MEG-01,LCML,blood,chronic_myeloid_leukaemia,0.059353,0.250553,
,ES7,UNCLASSIFIED,bone,ewings_sarcoma,0.062344,0.258907,
,OCI-AML5,LAML,blood,acute_myeloid_leukaemia,0.06788,0.252511,
,LAMA-84,LCML,blood,chronic_myeloid_leukaemia,0.067944,0.267257,
,ALL-SIL,ALL,blood,T_cell_leukemia,0.085356,0.280347,
,BV-173,LCML,blood,chronic_myeloid_leukaemia,0.095396,0.309538,
,RS4-11,ALL,blood,leukemia,0.102203,0.320343,
,HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,0.113437,0.322881,
,NOS-1,UNCLASSIFIED,bone,osteosarcoma,0.119183,0.361817,
,KGN,UNCLASSIFIED,urogenital_system,ovary,0.11944,0.355768,
,SUP-B15,ALL,blood,lymphoblastic_leukemia,0.124324,0.350944,
,SU-DHL-16,DLBC,blood,B_cell_lymphoma,0.125529,0.332946,
,A2780,UNCLASSIFIED,urogenital_system,ovary,0.134903,0.36438,
,MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,0.136739,0.353354,
,SW954,UNCLASSIFIED,urogenital_system,urogenital_system_other,0.139316,0.367002,
,SBC-3,SCLC,lung,lung_small_cell_carcinoma,0.142674,0.366158,
,WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.143434,0.36796,
,DK-MG,GBM,nervous_system,glioma,0.149434,0.397197,
,MY-M12,ALL,blood,leukemia,0.149495,0.383173,
,NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,0.149682,0.370012,
,JURL-MK1,LCML,blood,chronic_myeloid_leukaemia,0.149728,0.383105,
,MZ1-PC,PAAD,pancreas,pancreas,0.157374,0.395584,
,NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,0.158588,0.393478,
,H-EMC-SS,UNCLASSIFIED,bone,chondrosarcoma,0.159478,0.401449,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.160065,0.377579,
,BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,0.160333,0.376809,
,NB14,NB,nervous_system,neuroblastoma,0.163265,0.389448,
,SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.167883,0.396209,
,P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,0.169653,0.386792,
,ES1,UNCLASSIFIED,bone,ewings_sarcoma,0.170695,0.404766,
,LC-2-ad,LUAD,lung,lung_NSCLC_adenocarcinoma,0.171427,0.40205,
,NB(TU)1-10,NB,nervous_system,neuroblastoma,0.175197,0.401429,
,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,0.175209,0.39666,
,SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.177396,0.401903,
,BE-13,ALL,blood,lymphoblastic_leukemia,0.182457,0.41106,
,SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,0.187195,0.416435,
,MKN45,STAD,digestive_system,stomach,0.188871,0.42602,
,OCI-LY-19,DLBC,blood,B_cell_lymphoma,0.190391,0.413557,
,KARPAS-45,ALL,blood,lymphoblastic_leukemia,0.19082,0.411875,
Podophyllotoxin bromide,ES5,UNCLASSIFIED,bone,ewings_sarcoma,0.194528,0.42731,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)C(C4=CC5=C(C=C24)OCO5)Br
,DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.044528,0.548269,
,AMO-1,MM,blood,haematopoietic_neoplasm_other,0.046317,0.552944,
,H9,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.046648,0.55519,
,NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,0.056344,0.578631,
,SR,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.057295,0.584136,
,IM-9,MM,blood,myeloma,0.058289,0.585305,
,WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.059505,0.585433,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.060706,0.594107,
,NB13,NB,nervous_system,neuroblastoma,0.061347,0.587433,
,U-698-M,UNCLASSIFIED,blood,B_cell_leukemia,0.061449,0.589834,
,CTV-1,LAML,blood,acute_myeloid_leukaemia,0.06487,0.601888,
,ES8,UNCLASSIFIED,bone,ewings_sarcoma,0.064884,0.598567,
,SK-LMS-1,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.066052,0.590278,
,A4-Fuk,DLBC,blood,B_cell_lymphoma,0.066092,0.599457,
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.066139,0.60493,
,NB14,NB,nervous_system,neuroblastoma,0.066863,0.601946,
,DOHH-2,DLBC,blood,B_cell_lymphoma,0.067341,0.609382,
,TGW,NB,nervous_system,neuroblastoma,0.070251,0.603501,
,P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,0.072459,0.619321,
,MEG-01,LCML,blood,chronic_myeloid_leukaemia,0.072631,0.608202,
,NY,UNCLASSIFIED,bone,osteosarcoma,0.073141,0.602704,
,L-540,UNCLASSIFIED,blood,Hodgkin_lymphoma,0.073457,0.615034,
,Jurkat,ALL,blood,T_cell_leukemia,0.073597,0.617015,
,NCI-H1792,LUAD,lung,lung_NSCLC_adenocarcinoma,0.073894,0.610893,
,LOUCY,ALL,blood,lymphoblastic_T_cell_leukaemia,0.073933,0.614396,
,SU-DHL-6,DLBC,blood,B_cell_lymphoma,0.076911,0.626276,
,KMS-12-BM,MM,blood,myeloma,0.078891,0.628448,
,SUP-M2,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,0.079999,0.633505,
,BC-1,DLBC,blood,B_cell_lymphoma,0.080042,0.628604,
,SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,0.081116,0.623381,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.081364,0.633621,
,ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,0.08191,0.62816,
,BALL-1,UNCLASSIFIED,blood,B_cell_leukemia,0.082011,0.634266,
,NCI-H524,SCLC,lung,lung_small_cell_carcinoma,0.082368,0.629078,
,MLMA,UNCLASSIFIED,blood,hairy_cell_leukaemia,0.08299,0.627732,
,KELLY,NB,nervous_system,neuroblastoma,0.083054,0.632431,
,LAMA-84,LCML,blood,chronic_myeloid_leukaemia,0.08511,0.637625,
,RF-48,STAD,digestive_system,stomach,0.085121,0.625263,
,NCI-H82,SCLC,lung,lung_small_cell_carcinoma,0.085189,0.632803,
,Daoy,MB,nervous_system,medulloblastoma,0.086055,0.629535,
,JVM-3,CLL,blood,lymphoid_neoplasm_other,0.087936,0.634149,
,BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,0.08798,0.647754,
,SW13,ACC,kidney,adrenal_gland,0.088263,0.632078,
,NCI-H1651,LUAD,lung,lung_NSCLC_adenocarcinoma,0.088315,0.629673,
,DB,DLBC,blood,B_cell_lymphoma,0.088744,0.631458,
,BICR22,HNSC,aero_digestive_tract,head_and_neck,0.089585,0.633254,
,H4,LGG,nervous_system,glioma,0.090289,0.636339,
,ALL-PO,ALL,blood,lymphoblastic_leukemia,0.090965,0.647079,
,SU-DHL-10,DLBC,blood,B_cell_lymphoma,0.09102,0.650685,
Pyridostatin,EW-18,UNCLASSIFIED,bone,ewings_sarcoma,0.092258,0.632326, C1=CC=C2C(=C1)C(=CC(=N2)NC(=O)C3=CC(=CC(=N3)C(=O)NC4=NC5=CC=CC=C5C(=C4)OCCN)OCCN)OCCN 
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.11595,0.35761,
,Farage,DLBC,blood,B_cell_lymphoma,0.418687,0.539447,
,SKM-1,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.792922,0.627489,
,HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,0.96735,0.648783,
,SU-DHL-16,DLBC,blood,B_cell_lymphoma,1.111706,0.679295,
,CML-T1,LCML,blood,chronic_myeloid_leukaemia,1.477052,0.712499,
,MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,1.942775,0.758894,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,2.080072,0.769413,
,NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,2.122403,0.735871,
,SU-DHL-4,DLBC,blood,B_cell_lymphoma,2.374317,0.775512,
,L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,2.593698,0.765378,
,KARPAS-1106P,DLBC,blood,B_cell_lymphoma,2.747774,0.782746,
,U-266,MM,blood,myeloma,2.840643,0.750695,
,DOV13,OV,urogenital_system,ovary,3.161962,0.782144,
,NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,3.683142,0.812446,
,ML-2,LAML,blood,acute_myeloid_leukaemia,3.799575,0.82195,
,IMR-5,NB,nervous_system,neuroblastoma,3.829589,0.828831,
,RPMI-8402,ALL,blood,lymphoblastic_T_cell_leukaemia,3.851273,0.825089,
,KARPAS-422,DLBC,blood,B_cell_lymphoma,3.881111,0.79627,
,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,3.997405,0.836989,
,HARA,LUSC,lung,lung_NSCLC_squamous_cell_carcinoma,4.134875,0.793474,
,RCH-ACV,UNCLASSIFIED,blood,B_cell_leukemia,4.183768,0.841135,
,CTV-1,LAML,blood,acute_myeloid_leukaemia,4.238644,0.847455,
,MOLT-4,ALL,blood,lymphoblastic_leukemia,4.289585,0.843118,
Staurosporine,A549,LUAD,lung,lung_NSCLC_adenocarcinoma,4.380323,0.784035,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC 
,SW982,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.000983,0.05291,
,DOV13,OV,urogenital_system,ovary,0.001009,0.032215,
,Hs-940-T,SKCM,skin,melanoma,0.001287,0.073232,
,OVCA433,OV,urogenital_system,ovary,0.001702,0.091449,
,KARPAS-422,DLBC,blood,B_cell_lymphoma,0.00196,0.061969,
,OCI-AML2,LAML,blood,acute_myeloid_leukaemia,0.002059,0.020254,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.002065,0.020003,
,YH-13,GBM,nervous_system,glioma,0.002079,0.086538,
,42-MG-BA,GBM,nervous_system,glioma,0.002098,0.069569,
,NKM-1,LAML,blood,acute_myeloid_leukaemia,0.002476,0.069964,
,U031,KIRC,kidney,kidney,0.002553,0.081289,
,MV-4-11,UNCLASSIFIED,blood,leukemia,0.002559,0.023921,
,NCC021,KIRC,kidney,kidney,0.002657,0.11211,
,MONO-MAC-6,LAML,blood,acute_myeloid_leukaemia,0.002717,0.054973,
,JHU-011,HNSC,aero_digestive_tract,head_and_neck,0.002873,0.080164,
,BB49-HNC,HNSC,aero_digestive_tract,head_and_neck,0.002976,0.113634,
,RPMI-7951,SKCM,skin,melanoma,0.003392,0.082601,
,NCI-H1755,LUAD,lung,lung_NSCLC_adenocarcinoma,0.00342,0.128293,
,A427,UNCLASSIFIED,lung,lung_NSCLC_not_specified,0.003427,0.073977,
,JHH-4,LIHC,digestive_system,liver,0.003435,0.129404,
,CHSA8926,UNCLASSIFIED,bone,chondrosarcoma,0.003441,0.116429,
,EMC-BAC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,0.003634,0.113704,
,D-245MG,GBM,nervous_system,glioma,0.003707,0.140908,
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.003731,0.038035,
,MHH-CALL-4,-,blood,B_cell_leukemia,0.003876,0.08607,
,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,0.00389,0.048101,
,ATN-1,ALL,blood,lymphoblastic_T_cell_leukaemia,0.004018,0.055654,
,MOLP-8,MM,blood,myeloma,0.004109,0.074087,
,KGN,UNCLASSIFIED,urogenital_system,ovary,0.004278,0.130822,
,CAL-54,KIRC,kidney,kidney,0.004383,0.153988,
,GDM-1,LAML,blood,acute_myeloid_leukaemia,0.004386,0.102722,
,Hs-633T,UNCLASSIFIED,soft_tissue,fibrosarcoma,0.004412,0.088539,
,D-566MG,GBM,nervous_system,glioma,0.004517,0.085865,
,PA-1,UNCLASSIFIED,urogenital_system,ovary,0.004635,0.108653,
,B-CPAP,THCA,thyroid,thyroid,0.004703,0.14025,
,RCC-JF,KIRC,kidney,kidney,0.004756,0.121959,
,RCC-FG2,KIRC,kidney,kidney,0.004885,0.133762,
,TALL-1,ALL,blood,lymphoblastic_T_cell_leukaemia,0.005272,0.098741,
,TOV-21G,OV,urogenital_system,ovary,0.005311,0.162275,
,D-247MG,GBM,nervous_system,glioma,0.0054,0.166155,
,769-P,KIRC,kidney,kidney,0.005439,0.143906,
,CAS-1,GBM,nervous_system,glioma,0.005493,0.180046,
,NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,0.005505,0.136719,
,NCI-H929,MM,blood,myeloma,0.005589,0.097756,
,STS-0421,UNCLASSIFIED,soft_tissue,soft_tissue_other,0.005682,0.13099,
,Hs-578-T,BRCA,breast,breast,0.005799,0.154403,
,LB996-RCC,KIRC,kidney,kidney,0.005808,0.166618,
,DK-MG,GBM,nervous_system,glioma,0.005878,0.176447,
,SUP-B8,UNCLASSIFIED,blood,B_cell_leukemia,0.005878,0.065225,
Elesclomol,SKN,UNCLASSIFIED,urogenital_system,uterus,0.006246,0.176117, CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2
,NB4,LAML,blood,acute_myeloid_leukaemia,0.002029,0.338437,
,HuTu-80,UNCLASSIFIED,digestive_system,digestive_system_other,0.00222,0.360402,
,SUP-B8,UNCLASSIFIED,blood,B_cell_leukemia,0.003754,0.425669,
,ABC-1,LUAD,lung,lung_NSCLC_adenocarcinoma,0.005869,0.491138,
,CRO-AP2,DLBC,blood,B_cell_lymphoma,0.007379,0.521615,
,TALL-1,ALL,blood,lymphoblastic_T_cell_leukaemia,0.007477,0.522444,
,SF126,GBM,nervous_system,glioma,0.007805,0.527048,
,DOHH-2,DLBC,blood,B_cell_lymphoma,0.008133,0.536374,
,HCC-33,SCLC,lung,lung_small_cell_carcinoma,0.008338,0.536322,
,JHOS-4,OV,urogenital_system,ovary,0.008663,0.538927,
,Farage,DLBC,blood,B_cell_lymphoma,0.008929,0.548462,
,QIMR-WIL,LAML,blood,acute_myeloid_leukaemia,0.008998,0.549626,
,NCI-H292,UNCLASSIFIED,lung,lung_NSCLC_adenocarcinoma,0.009041,0.543335,
,A388,UNCLASSIFIED,skin,skin_other,0.00933,0.54623,
,NCI-H2171,SCLC,lung,lung_small_cell_carcinoma,0.009756,0.56144,
,RCC-JF,KIRC,kidney,kidney,0.010026,0.557447,
,OCI-LY-19,DLBC,blood,B_cell_lymphoma,0.010109,0.565144,
,JEKO-1,DLBC,blood,B_cell_lymphoma,0.010202,0.565897,
,Hep3B2-1-7,LIHC,digestive_system,liver,0.010674,0.570237,
,G-MEL,SKCM,skin,melanoma,0.01149,0.58214,
,NB17,NB,nervous_system,neuroblastoma,0.011783,0.584169,
,OCI-LY7,DLBC,blood,B_cell_lymphoma,0.011919,0.590022,
,CTB-1,DLBC,blood,B_cell_lymphoma,0.011955,0.575366,
,TE-441-T,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,0.012008,0.578618,
,CP50-MEL-B,SKCM,skin,melanoma,0.013219,0.594592,
,SIG-M5,LAML,blood,acute_myeloid_leukaemia,0.014146,0.615938,
,LU-134-A,SCLC,lung,lung_small_cell_carcinoma,0.015211,0.612484,
,JAR,UNCLASSIFIED,urogenital_system,urogenital_system_other,0.015502,0.619795,
,LAN-6,NB,nervous_system,neuroblastoma,0.015693,0.611699,
,SU-DHL-1,UNCLASSIFIED,blood,anaplastic_large_cell_lymphoma,0.016021,0.622537,
,A427,UNCLASSIFIED,lung,lung_NSCLC_not_specified,0.017088,0.631135,
,MOLM-16,LAML,blood,acute_myeloid_leukaemia,0.017563,0.640179,
,NU-DUL-1,DLBC,blood,B_cell_lymphoma,0.018789,0.651324,
,HCC-366,UNCLASSIFIED,lung,lung_NSCLC_not_specified,0.019629,0.627382,
,HT-29,COREAD,digestive_system,large_intestine,0.019782,0.632044,
,MDA-MB-330,BRCA,breast,breast,0.020296,0.630514,
,HEL,LAML,blood,acute_myeloid_leukaemia,0.020801,0.668014,
,RCH-ACV,UNCLASSIFIED,blood,B_cell_leukemia,0.021373,0.670016,
,MC-IXC,NB,nervous_system,neuroblastoma,0.023087,0.671805,
,D-423MG,GBM,nervous_system,glioma,0.023248,0.663764,
,A375,SKCM,skin,melanoma,0.02333,0.65957,
,COR-L303,SCLC,lung,lung_small_cell_carcinoma,0.024511,0.677929,
,SU-DHL-16,DLBC,blood,B_cell_lymphoma,0.027969,0.711326,
,HT,DLBC,blood,B_cell_lymphoma,0.028643,0.672942,
,MC116,DLBC,blood,B_cell_lymphoma,0.028918,0.716425,
,NB6,NB,nervous_system,neuroblastoma,0.029696,0.689633,
,ROS-50,UNCLASSIFIED,blood,B_cell_leukemia,0.030143,0.680059,
,SW954,UNCLASSIFIED,urogenital_system,urogenital_system_other,0.030507,0.700222,
,PCI-15A,HNSC,aero_digestive_tract,head_and_neck,0.031033,0.706068,
Sinularin,RERF-LC-MS,LUAD,lung,lung_NSCLC_adenocarcinoma,0.031478,0.700222,C/C/1=C\CCC(C2CC(CCC3(C(O3)CC1)C)C(=C)C(=O)O2)(C)O
,WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.58419,0.737799,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,1.520139,0.884463,
,MDA-MB-468,BRCA,breast,breast,1.770812,0.822582,
,NB13,NB,nervous_system,neuroblastoma,2.04368,0.859485,
,DEL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,2.3314,0.90149,
,TK,DLBC,blood,B_cell_lymphoma,2.437011,0.901894,
,DOHH-2,DLBC,blood,B_cell_lymphoma,2.890916,0.963771,
,P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,3.143559,0.947468,
,A3-KAW,DLBC,blood,B_cell_lymphoma,3.47585,0.932213,
,PA-1,UNCLASSIFIED,urogenital_system,ovary,3.6758,0.892397,
,AMO-1,MM,blood,haematopoietic_neoplasm_other,3.693763,0.925221,
,D-283MED,MB,nervous_system,medulloblastoma,4.113788,0.917813,
,L-1236,UNCLASSIFIED,blood,Hodgkin_lymphoma,4.146094,0.912474,
,KU812,LCML,blood,chronic_myeloid_leukaemia,4.925607,0.920021,
,NCI-H1048,SCLC,lung,lung_small_cell_carcinoma,4.950253,0.912638,
,KELLY,NB,nervous_system,neuroblastoma,4.957984,0.939912,
,NB14,NB,nervous_system,neuroblastoma,5.223077,0.937758,
,EW-3,UNCLASSIFIED,bone,ewings_sarcoma,5.226311,0.896861,
,MDA-MB-453,BRCA,breast,breast,5.247081,0.901787,
,Farage,DLBC,blood,B_cell_lymphoma,5.359113,0.95337,
,SK-GT-2,STAD,digestive_system,stomach,5.522189,0.908488,
,ST486,UNCLASSIFIED,blood,Burkitt_lymphoma,5.656059,0.938623,
,IM-9,MM,blood,myeloma,5.690269,0.952834,
,NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,5.726226,0.921128,
Schweinfurthin A,BE-13,ALL,blood,lymphoblastic_leukemia,5.750929,0.927286,CC(=CCC/C(=C/CC1=C(C=C(C=C1O)/C=C/C2=CC3=C(C(=C2)O)O[C@@]4(C[C@H]([C@H](C([C@H]4C3)(C)C)O)O)C)O)/C)C
,P32-ISH,UNCLASSIFIED,blood,Burkitt_lymphoma,0.006631,0.276444,
,GR-ST,ALL,blood,lymphoblastic_leukemia,0.007306,0.328721,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.011643,0.358745,
,KY821,LAML,blood,leukemia,0.012649,0.374887,
,MHH-PREB-1,UNCLASSIFIED,blood,B_cell_leukemia,0.0159,0.405214,
,KARPAS-422,DLBC,blood,B_cell_lymphoma,0.016951,0.420421,
,SK-ES-1,UNCLASSIFIED,bone,ewings_sarcoma,0.016956,0.41619,
,SU-DHL-8,DLBC,blood,B_cell_lymphoma,0.017703,0.416794,
,KARPAS-45,ALL,blood,lymphoblastic_leukemia,0.017845,0.419701,
,P30-OHK,ALL,blood,lymphoblastic_leukemia,0.018115,0.420774,
,NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,0.020584,0.441398,
,JSC-1,DLBC,blood,B_cell_lymphoma,0.022025,0.533355,
,MOLT-13,ALL,blood,lymphoblastic_T_cell_leukaemia,0.023858,0.460778,
,TC-71,UNCLASSIFIED,bone,ewings_sarcoma,0.025015,0.468109,
,NCI-H82,SCLC,lung,lung_small_cell_carcinoma,0.025368,0.470132,
,DG-75,UNCLASSIFIED,blood,Burkitt_lymphoma,0.025883,0.555267,
,BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,0.027182,0.478082,
,NCI-H446,SCLC,lung,lung_small_cell_carcinoma,0.030559,0.495538,
,ES7,UNCLASSIFIED,bone,ewings_sarcoma,0.031409,0.499076,
,AMO-1,MM,blood,haematopoietic_neoplasm_other,0.031524,0.49953,
,SK-PN-DW,UNCLASSIFIED,bone,ewings_sarcoma,0.03249,0.503546,
,KELLY,NB,nervous_system,neuroblastoma,0.033144,0.506466,
,EW-3,UNCLASSIFIED,bone,ewings_sarcoma,0.037056,0.519336,
,DND-41,ALL,blood,T_cell_leukemia,0.037313,0.523488,
Mycophenolic acid,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,0.039864,0.532692,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O
,H4,LGG,nervous_system,glioma,0.127296,0.381307,
,IM-9,MM,blood,myeloma,0.167385,0.411208,
,CML-T1,LCML,blood,chronic_myeloid_leukaemia,0.203146,0.437826,
,Hs-633T,UNCLASSIFIED,soft_tissue,fibrosarcoma,0.231047,0.458051,
,MOLT-16,ALL,blood,lymphoblastic_T_cell_leukaemia,0.252543,0.467527,
,SK-N-DZ,NB,nervous_system,neuroblastoma,0.272728,0.480402,
,SU-DHL-5,DLBC,blood,B_cell_lymphoma,0.275182,0.479879,
,MOLM-13,LAML,blood,acute_myeloid_leukaemia,0.286964,0.486157,
,BALL-1,UNCLASSIFIED,blood,B_cell_leukemia,0.294605,0.489923,
,ARH-77,MM,blood,myeloma,0.303055,0.494194,
,EoL-1-cell,UNCLASSIFIED,blood,haematopoietic_neoplasm_other,0.311897,0.497995,
,KARPAS-231,UNCLASSIFIED,blood,B_cell_leukemia,0.31343,0.49872,
,NCI-H810,UNCLASSIFIED,lung,lung_NSCLC_large_cell,0.320755,0.501688,
,JVM-3,CLL,blood,lymphoid_neoplasm_other,0.326122,0.504055,
,CTV-1,LAML,blood,acute_myeloid_leukaemia,0.336285,0.508711,
,BL-41,UNCLASSIFIED,blood,Burkitt_lymphoma,0.339216,0.51011,
,NCI-H1876,SCLC,lung,lung_small_cell_carcinoma,0.341289,0.50985,
,DG-75,UNCLASSIFIED,blood,Burkitt_lymphoma,0.344179,0.511083,
,RPMI-8866,LCML,blood,chronic_myeloid_leukaemia,0.35728,0.516755,
,IHH-4,THCA,thyroid,thyroid,0.392119,0.527746,
,NH-12,NB,nervous_system,neuroblastoma,0.407264,0.530353,
,NAMALWA,UNCLASSIFIED,blood,Burkitt_lymphoma,0.414766,0.537683,
,697,UNCLASSIFIED,blood,lymphoblastic_leukemia,0.417548,0.539237,
,ATN-1,ALL,blood,lymphoblastic_T_cell_leukaemia,0.420553,0.539934,
,KELLY,NB,nervous_system,neuroblastoma,0.432701,0.543311,
,SIMA,NB,nervous_system,neuroblastoma,0.439444,0.541818,
,BE2-M17,NB,nervous_system,neuroblastoma,0.451819,0.544493,
,NB10,NB,nervous_system,neuroblastoma,0.457366,0.548116,
,SBC-3,SCLC,lung,lung_small_cell_carcinoma,0.468611,0.549256,
,A3-KAW,DLBC,blood,B_cell_lymphoma,0.481649,0.559398,
,KGN,UNCLASSIFIED,urogenital_system,ovary,0.487598,0.551639,
,NB69,NB,nervous_system,neuroblastoma,0.493809,0.55484,
,CAL-148,BRCA,breast,breast,0.498432,0.558887,
,NALM-6,UNCLASSIFIED,blood,B_cell_leukemia,0.505497,0.563921,
,JURL-MK1,LCML,blood,chronic_myeloid_leukaemia,0.522179,0.569484,
,MOLT-4,ALL,blood,lymphoblastic_leukemia,0.530535,0.572781,
,NCI-H209,SCLC,lung,lung_small_cell_carcinoma,0.56939,0.578151,
,PA-1,UNCLASSIFIED,urogenital_system,ovary,0.570462,0.575603,
,WSU-NHL,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.573606,0.580508,
,WIL2-NS,UNCLASSIFIED,blood,lymphoid_neoplasm_other,0.575628,0.581689,
,OCI-M1,LAML,blood,acute_myeloid_leukaemia,0.588699,0.586728,
,IMR-5,NB,nervous_system,neuroblastoma,0.600538,0.589794,
,NB14,NB,nervous_system,neuroblastoma,0.629021,0.593711,
,HAL-01,ALL,blood,lymphoblastic_leukemia,0.641422,0.597303,
,NTERA-2-cl-D1,UNCLASSIFIED,urogenital_system,testis,0.660486,0.590528,
,DU-4475,BRCA,breast,breast,0.691722,0.610037,
,AMO-1,MM,blood,haematopoietic_neoplasm_other,0.698323,0.609491,
,SNG-M,UCEC,urogenital_system,endometrium,0.702927,0.603408,
,KYM-1,UNCLASSIFIED,soft_tissue,rhabdomyosarcoma,0.713047,0.606768,
Picolinici-acid,A2780,UNCLASSIFIED,urogenital_system,ovary,0.715304,0.598192,
,MC116,DLBC,blood,B_cell_lymphoma,25.312317,0.982588,
,DOHH-2,DLBC,blood,B_cell_lymphoma,27.160161,0.997643,
,AM-38,GBM,nervous_system,glioma,28.139774,0.926409,
,AMO-1,MM,blood,haematopoietic_neoplasm_other,28.14898,0.965216,
,TK,DLBC,blood,B_cell_lymphoma,28.870025,0.971326,
,TC-YIK,UNCLASSIFIED,urogenital_system,cervix,29.133164,0.948658,
,KCL-22,LCML,blood,chronic_myeloid_leukaemia,29.553555,0.959509,
