Name,ICD-11,MeSH,KEGG,link,MyID,ICD-11_Category
Cutaneous and mucosal venous malformation;Mucocutaneous venous malformation, LC51, C563977,H02044,https://www.genome.jp/entry/ds_ja:H02044,1154,L
"Congenital heart defects, multiple type", LA8Y, D006330,H02199,https://www.genome.jp/entry/ds_ja:H02199,1155,L
X-linked cardiac valvular dysplasia;X-linked myxomatous valvular dystrophy, LA87, C535576,H02230,https://www.genome.jp/entry/ds_ja:H02230,1156,L
"Cardiac valvular defect, developmental", LA89.Y, C565882,H02375,https://www.genome.jp/entry/ds_ja:H02375,1157,L
"Congenital heart defects, hamartomas of tongue, and polysyndactyly;Ostravik-Lindemann-Solberg syndrome", LD2F.1Y, C535849,H02455,https://www.genome.jp/entry/ds_ja:H02455,1158,L
"Darsun syndrome;Neutropenia, severe congenital 4, autosomal recessive;G6PC3 deficiency", 4B00.00, C567260,H00939,https://www.genome.jp/entry/ds_ja:H00939,155,4
Currarino syndrome, LD2F.1Y, C536221,H00463,https://www.genome.jp/entry/ds_ja:H00463,1159,L
Polycystic liver disease, DB99.10, C536330,H00545,https://www.genome.jp/entry/ds_ja:H00545,1160,D
Alagille syndrome, LB20.Y, D016738,H00551,https://www.genome.jp/entry/ds_ja:H00551,1161,L
Solitary median maxillary central incisor syndrome, LA30.4, C537342,H00652,https://www.genome.jp/entry/ds_ja:H00652,1162,L
Aplasia of lacrimal and salivary glands, LA14.10, C562407,H00677,https://www.genome.jp/entry/ds_ja:H00677,1111,L
White sponge nevus, DA02.0, D053529,H00724,https://www.genome.jp/entry/ds_ja:H00724,1163,D
Hirschsprung disease, LB16.1, D006627,H00910,https://www.genome.jp/entry/ds_ja:H00910,588,L
Congenital short bowel syndrome, KB89.1, D007418,H01477,https://www.genome.jp/entry/ds_ja:H01477,583,K
Tricho-hepato-enteric syndrome;Syndromic diarrhea, DA90.0, C565627,H01805,https://www.genome.jp/entry/ds_ja:H01805,1164,D
Visceral myopathy, DA90.2, D007418,H02553,https://www.genome.jp/entry/ds_ja:H02553,583,D
Biliary atresia, LB20.21, D001656,H01855,https://www.genome.jp/entry/ds_ja:H01855,1165,L
Megacystis microcolon intestinal hypoperistalsis syndrome, LD2F.1Y, C536138,H01869,https://www.genome.jp/entry/ds_ja:H01869,1166,L
Hand-foot-genital syndrome, LD2F.1Y, C535627,H00460,https://www.genome.jp/entry/ds_ja:H00460,1167,L
Congenital bilateral absence of vas deferens, LB57, C535984,H01033,https://www.genome.jp/entry/ds_ja:H01033,1168,L
Hypospadias, LB53, D007021,H02175,https://www.genome.jp/entry/ds_ja:H02175,1169,L
Cryptorchidism, LB52, D003456,H02176,https://www.genome.jp/entry/ds_ja:H02176,1170,L
Androgen insensitivity syndrome, LD2A.4, D013734,H02177,https://www.genome.jp/entry/ds_ja:H02177,1171,L
Meckel syndrome;Meckel-Gruber syndrome, LD2F.13, C536133 C536131 C536132,H00261,https://www.genome.jp/entry/ds_ja:H00261,1172,L
Nephronophthisis, GB83, D052177,H00537,https://www.genome.jp/entry/ds_ja:H00537,1173,G
Senior-Loken syndrome, GB83, C537580,H00538,https://www.genome.jp/entry/ds_ja:H00538,1174,G
Polycystic kidney disease, GB81 GB8Y, D007690,H00542,https://www.genome.jp/entry/ds_ja:H00542,1175,G
Renal tubular dysgenesis, LB30.3, C537048,H00575,https://www.genome.jp/entry/ds_ja:H00575,1176,L
Renal hypodysplasia and aplasia, LB30.00, C536482 C563261,H00822,https://www.genome.jp/entry/ds_ja:H00822,1177,L
Renal coloboma syndrome;Papillorenal syndrome, LD2F.1Y, C537168,H01026,https://www.genome.jp/entry/ds_ja:H01026,1178,L
Potter syndrome;Potter sequence, LB30.00, C536482,H01728,https://www.genome.jp/entry/ds_ja:H01728,1179,L
Congenital anomalies of kidney and urinary tract, LB30 LB31, C566906,H01867,https://www.genome.jp/entry/ds_ja:H01867,1180,L
Congenital megabladder, LB31.7, C536139,H02495,https://www.genome.jp/entry/ds_ja:H02495,1181,L
Rhizomelic chondrodysplasia punctata, LD24.04 5C57.0, D018902,H00207,https://www.genome.jp/entry/ds_ja:H00207,1010,L 5
Camurati-Engelmann disease;Progressive diaphyseal dysplasia, LD24.1Y, D003966,H00434,https://www.genome.jp/entry/ds_ja:H00434,1182,L
Osteopetrosis, LD24.10, D010022,H00436,https://www.genome.jp/entry/ds_ja:H00436,1183,L
Osteopathia striata with cranial sclerosis, LD24.1Y, C536053,H00444,https://www.genome.jp/entry/ds_ja:H00444,1184,L
Osteoarthritis with mild chondrodysplasia, LD24.3, C565740,H00445,https://www.genome.jp/entry/ds_ja:H00445,1185,L
HEM skeletal dysplasia;Greenberg dysplasia, LD24.04, C535858,H00447,https://www.genome.jp/entry/ds_ja:H00447,1186,L
Worth type autosomal dominant osteosclerosis;Endosteal hyperostosis, LD24.1Y, C536748,H00450,https://www.genome.jp/entry/ds_ja:H00450,1187,L
Buschke-Ollendorff syndrome;Osteopoikilosis, LD24.11, D010023,H00452,https://www.genome.jp/entry/ds_ja:H00452,1188,L
Fronto-otopalatodigital syndromes, LD25.1, C538064 C536065 C538089,H00456,https://www.genome.jp/entry/ds_ja:H00456,1189,L
Synpolydactyly, LB79.Y, C538153 C564278,H00459,https://www.genome.jp/entry/ds_ja:H00459,1190,L
Ischiocoxopodopatellar syndrome;Coxopodopatellar syndrome;Small patella syndrome;Scott-Taor syndrome, LD24.JY, C535540,H00461,https://www.genome.jp/entry/ds_ja:H00461,1191,L
Stuve-Wiedemann syndrome, LD24.C, C537502,H00462,https://www.genome.jp/entry/ds_ja:H00462,1192,L
"Acromesomelic dysplasia, Demirhan type;Acromesomelic dysplasia with genital anomalies", LD24.9, C537913,H00468,https://www.genome.jp/entry/ds_ja:H00468,1193,L
"Acromesomelic dysplasia, Maroteaux type", LD24.9, C535661,H00470,https://www.genome.jp/entry/ds_ja:H00470,1194,L
Grebe dysplasia;Acromesomelic dysplasia Hunter-Thompson type, LD24.9, C537915 C535658,H00466,https://www.genome.jp/entry/ds_ja:H00466,1195,L
Fibular hypoplasia and complex brachydactyly;Du Pan syndrome;Acromesomelic dysplasia 2B, LD26, C537931,H00467,https://www.genome.jp/entry/ds_ja:H00467,1196,L
Split-hand/foot malformation, LB99.8 LB9A.6, C567893 C564056 C565437 C565344 C564674 C567616,H00471,https://www.genome.jp/entry/ds_ja:H00471,1197,L
Schneckenbecken dysplasia, LD24.3, C536637,H00474,https://www.genome.jp/entry/ds_ja:H00474,1198,L
Enlarged parietal foramina/cranium bifidum, LB70.Y, C566826,H00475,https://www.genome.jp/entry/ds_ja:H00475,1199,L
Multiple epiphyseal dysplasia, LD24.61, C535501 C535502 C535503 C535504 C535505,H00476,https://www.genome.jp/entry/ds_ja:H00476,1200,L
Pseudoachondroplasia, LD24.60, C535819,H00477,https://www.genome.jp/entry/ds_ja:H00477,1201,L
Metaphyseal dysplasias, LD24.7, C536252,H00479,https://www.genome.jp/entry/ds_ja:H00479,1202,L
Brachydactyly, LB75, D059327,H00482,https://www.genome.jp/entry/ds_ja:H00482,1203,L
Angel shaped phalangoepiphyseal dysplasia, LD24.3, C536361,H00483,https://www.genome.jp/entry/ds_ja:H00483,1204,L
Multiple synostosis syndrome, LB90.Y, C536943 C537380 C567839,H00484,https://www.genome.jp/entry/ds_ja:H00484,1205,L
Sclerosteosis, LD24.1Y, C537525,H00486,https://www.genome.jp/entry/ds_ja:H00486,1206,L
Craniometaphyseal dysplasia, LD24.1Y, C537519,H00491,https://www.genome.jp/entry/ds_ja:H00491,1207,L
Desbuquois syndrome;Desbuquois dysplasia (DBQD), LD24.E, C535943,H00494,https://www.genome.jp/entry/ds_ja:H00494,1208,L
Eiken dysplasia, LD24.6, C564010,H00495,https://www.genome.jp/entry/ds_ja:H00495,1209,L
Spondylocarpotarsal synostosis syndrome, LD24.3, C535780,H00499,https://www.genome.jp/entry/ds_ja:H00499,1210,L
Heparan sulfate proteoglycan gene defects, LD24.20 LD2Z, C537998 C537340 C537746 D005097,H00493,https://www.genome.jp/entry/ds_ja:H00493,1211,L
"Fibrous dysplasia, polyostotic;Albright hereditary osteodystrophy", FB80.0, D005359,H00501,https://www.genome.jp/entry/ds_ja:H00501,1212,F
Ellis-van Creveld syndrome, LD27.0Y, D004613,H00503,https://www.genome.jp/entry/ds_ja:H00503,1213,L
FGFR3-related short limb skeletal dysplasia, LD24.0, D000130 D013796,H00505,https://www.genome.jp/entry/ds_ja:H00505,1214,L
Achondroplasia, LD24.00, D000130,H01749,https://www.genome.jp/entry/ds_ja:H01749,1215,L
Thanatophoric dysplasia, LD24.02, D013796,H01750,https://www.genome.jp/entry/ds_ja:H01750,1216,L
Osteogenesis imperfecta, LD24.K0, D010013,H00506,https://www.genome.jp/entry/ds_ja:H00506,1217,L
Blomstrand syndrome;Blomstrand chondrodysplasia, LD24.1Y, C537914,H00508,https://www.genome.jp/entry/ds_ja:H00508,1218,L
Short rib-polydactyly syndrome, LD24.B0, D012779,H00511,https://www.genome.jp/entry/ds_ja:H00511,1219,L
Bruck syndrome, LD24.KY, C537406 C537407,H00514,https://www.genome.jp/entry/ds_ja:H00514,1220,L
Atelosteogenesis type II, LD24.03, C535395,H00515,https://www.genome.jp/entry/ds_ja:H00515,1221,L
Spondylocostal dysostosis, LD24.H, C537565,H00517,https://www.genome.jp/entry/ds_ja:H00517,1222,L
Cleidocranial dysplasia, LD24.2Y, D002973,H00521,https://www.genome.jp/entry/ds_ja:H00521,1223,L
Brachyolmia, LD24.5Y, C537098,H00522,https://www.genome.jp/entry/ds_ja:H00522,1224,L
Frontonasal dysplasia, LD25.3, C538065,H00528,https://www.genome.jp/entry/ds_ja:H00528,1225,L
Acromelic frontonasal dysostosis, LD25.3, C535657,H02210,https://www.genome.jp/entry/ds_ja:H02210,1226,L
Acrodysostosis, LD2F.16, C538179,H02211,https://www.genome.jp/entry/ds_ja:H02211,1227,L
"Osteoporosis, lymphedema, anhydrotic ectodermal dysplasia with immunodeficiency (OLEDAID);Ectodermal dysplasia, anhidrotic, with immunodeficiency, osteopetrosis, and lymphedema", LD27.0Y, C536181,H00540,https://www.genome.jp/entry/ds_ja:H00540,1228,L
ESCO2-related disorders, LD2F.1Y, C535687,H00572,https://www.genome.jp/entry/ds_ja:H00572,1229,L
Schimke immunoosseous dysplasia, 4A01.32, C536629,H00580,https://www.genome.jp/entry/ds_ja:H00580,1230,4
Acheiropodia, LB9B, C536014,H00629,https://www.genome.jp/entry/ds_ja:H00629,1231,L
Tetra-amelia syndrome, LB9B, C536498,H00636,https://www.genome.jp/entry/ds_ja:H00636,1232,L
Ulnar-mammary syndrome;Schinzel syndrome, LD2F.1Y, C536937,H00637,https://www.genome.jp/entry/ds_ja:H00637,1233,L
Congenital contractural arachnodactyly;Beals syndrome, LD28.00, C536211,H00660,https://www.genome.jp/entry/ds_ja:H00660,1234,L
Asphyxiating thoracic dystrophy;Jeune syndrome, LD24.B1, C537571 C566982,H00751,https://www.genome.jp/entry/ds_ja:H00751,1235,L
Progressive pseudorheumatoid dysplasia;Spondyloepiphyseal dysplasia tarda with progressive arthropathy (SEDT-PA), LD24.3, C535387,H00758,https://www.genome.jp/entry/ds_ja:H00758,1236,L
Tarsal-carpal coalition syndrome, LD26.3, C536943,H00778,https://www.genome.jp/entry/ds_ja:H00778,1237,L
"Fuhrmann syndrome;Fibular aplasia or hypoplasia, femoral bowing and poly-, syn-, and oligodactyly", LD26.Y, C538189,H00846,https://www.genome.jp/entry/ds_ja:H00846,1238,L
"Al-Awadi/Raas-Rothschild syndrome;Ulna and fibula, absence of, with sever limb deficiency", LD26.Y, C535612,H00847,https://www.genome.jp/entry/ds_ja:H00847,1239,L
Frontorhiny;Median facial cleft syndrome;Frontonasal dysplasia 1, LD25.3, C538065,H00850,https://www.genome.jp/entry/ds_ja:H00850,1225,L
Proximal symphalangism, LB90.Y, C536223,H00851,https://www.genome.jp/entry/ds_ja:H00851,1240,L
Klippel-Feil syndrome, LB73.20, D007714,H00852,https://www.genome.jp/entry/ds_ja:H00852,1241,L
Triphalangeal thumb-polysyndactyly syndrome, LD26.2, C573898,H00855,https://www.genome.jp/entry/ds_ja:H00855,1242,L
Polysyndactyly;Preaxial polydactyly type IV, LB78.1, C536333,H01226,https://www.genome.jp/entry/ds_ja:H01226,1243,L
Preaxial polydactyly, LB78.2 LB78.3, D017689,H02332,https://www.genome.jp/entry/ds_ja:H02332,1244,L
Laurin-Sandrow syndrome, LD26.2, C535689,H02333,https://www.genome.jp/entry/ds_ja:H02333,1245,L
Spondylo-megaepiphyseal-metaphyseal dysplasia, LD24.3, C567639,H00863,https://www.genome.jp/entry/ds_ja:H00863,1246,L
Lethal congenital contractural syndrome, LD26.4Y, C537194 C564369 C566961,H00865,https://www.genome.jp/entry/ds_ja:H00865,1247,L
Brachydactyly-syndactyly syndrome, LD26.2, C565193,H00870,https://www.genome.jp/entry/ds_ja:H00870,1248,L
Congenital clubfoot;Congenital talipes equinovarus, LB98.00, D003025,H00903,https://www.genome.jp/entry/ds_ja:H00903,1249,L
Congenital vertical talus, LB98.4, C536345,H00929,https://www.genome.jp/entry/ds_ja:H00929,1250,L
Sacral defect with anterior meningocele;Caudal regression syndrome, LD2F.1, D004480,H00979,https://www.genome.jp/entry/ds_ja:H00979,1251,L
Metachondromatosis, LD24.2Y, C562938,H01018,https://www.genome.jp/entry/ds_ja:H01018,1252,L
Congenital arthrogryposis with anterior horn cell disease, LD2F.1Y, C567502,H01030,https://www.genome.jp/entry/ds_ja:H01030,1253,L
Syndactyly, LB79, D013576,H01095,https://www.genome.jp/entry/ds_ja:H01095,1254,L
Cranio-lenticulo-sutural dysplasia;Boyadjiev-Jabs syndrome, LB70.Y, C564332,H01105,https://www.genome.jp/entry/ds_ja:H01105,1255,L
X-linked chondrodysplasia punctata, LD24.04, C580533 C538416,H01194,https://www.genome.jp/entry/ds_ja:H01194,1256,L
Trigonocephaly, LB70.0Y, D003398,H01207,https://www.genome.jp/entry/ds_ja:H01207,1257,L
Congenital diaphragmatic hernia, LB00.0, C538080,H01241,https://www.genome.jp/entry/ds_ja:H01241,1258,L
Isolated congenital nail clubbing;Isolated congenital digital clubbing, LB80.1, D010004,H01246,https://www.genome.jp/entry/ds_ja:H01246,651,L
Acrofacial dysostosis, LD25.2, C537680 C538182 C538183 C538184 C538185,H01376,https://www.genome.jp/entry/ds_ja:H01376,1259,L
Singleton-Merten syndrome, LD24.KY, C537343,H01571,https://www.genome.jp/entry/ds_ja:H01571,1260,L
Cole-Carpenter syndrome, LD24.KY, C535963,H01572,https://www.genome.jp/entry/ds_ja:H01572,1261,L
"Roifman syndrome;Spondyloepiphseal dysplasia, retinal dystrophy, and antibody deficiency", LD24.3, C535866,H01575,https://www.genome.jp/entry/ds_ja:H01575,1262,L
Beukes hip dysplasia;Beukes type hip dysplasia, LB74, C564185,H01817,https://www.genome.jp/entry/ds_ja:H01817,1263,L
"CODAS syndrome;Cerebral, ocular, dental, auricular, and skeletal anomalies syndrome", LD2F.Y, C536434,H01824,https://www.genome.jp/entry/ds_ja:H01824,1264,L
Diaphyseal dysplasia with anemia;Ghosal hematodiaphyseal dysplasia, LD24.1Y, C565551,H00490,https://www.genome.jp/entry/ds_ja:H00490,1265,L
Spondylometaphyseal dysplasia, LD24.4, D010009,H02185,https://www.genome.jp/entry/ds_ja:H02185,710,L
Spondylometaphyseal dysplasia with cone-rod dystrophy, LD24.4, C563825,H01821,https://www.genome.jp/entry/ds_ja:H01821,1266,L
"Spondylometaphyseal dysplasia, Sedaghatian type", LD24.4, C535798,H01825,https://www.genome.jp/entry/ds_ja:H01825,1267,L
Spondyloepiphyseal dysplasia, LD24.3, D010009,H02462,https://www.genome.jp/entry/ds_ja:H02462,710,L
Spondyloepiphyseal dysplasia congenita, LD24.3, D010009,H00519,https://www.genome.jp/entry/ds_ja:H00519,710,L
Spondyloepiphyseal dysplasia tarda, LD24.3, D010009,H00760,https://www.genome.jp/entry/ds_ja:H00760,710,L
"Spondyloepiphyseal dysplasia with congenital joint dislocations;Spondyloepiphyseal dysplasia, Omani type", LB9Z, C535789,H00762,https://www.genome.jp/entry/ds_ja:H00762,1268,L
"Spondyloepiphyseal dysplasia, Kimberley type", LD24.3, C564252,H00765,https://www.genome.jp/entry/ds_ja:H00765,1269,L
"Spondyloepiphyseal dysplasia, Maroteaux type;Pseudo-Morquio syndrome type 2", LD24.3, C563218,H02186,https://www.genome.jp/entry/ds_ja:H02186,1270,L
Spondyloepimetaphyseal dysplasia, LD24.3, D010009,H02187,https://www.genome.jp/entry/ds_ja:H02187,710,L
"SEMD, Pakistani type;Brachyolmia type 4", LD24.3, C567551,H00761,https://www.genome.jp/entry/ds_ja:H00761,1271,L
"SEMD, Matrilin type", LD24.3, C563869,H00767,https://www.genome.jp/entry/ds_ja:H00767,1272,L
"SEMD, short limb-hand type;SEMD, short limb-abnormal calcification type", LD24.3, C564794,H00777,https://www.genome.jp/entry/ds_ja:H00777,1273,L
SEMD with joint laxity type, LD24.3, C562968,H01494,https://www.genome.jp/entry/ds_ja:H01494,1274,L
Spondyloenchondrodysplasia with immune dysregulation (SPENCDI);Spondyloenchondrodysplasia (SPENCD), LD24.3, C564307,H01576,https://www.genome.jp/entry/ds_ja:H01576,1275,L
Opsismodysplasia, LD24.5Y, C537122,H01828,https://www.genome.jp/entry/ds_ja:H01828,1276,L
Lenz-Majewski syndrome;Lenz-Majewski hyperostotic dwarfism, LD24.1Y, C537115,H01832,https://www.genome.jp/entry/ds_ja:H01832,1277,L
Congenital scoliosis associated with rib anomalies, LB73.2, D012600,H01851,https://www.genome.jp/entry/ds_ja:H01851,1278,L
Postaxial polydactyly, LB78.2 LB78.3, C562429,H01852,https://www.genome.jp/entry/ds_ja:H01852,1279,L
Metacarpal 4-5 fusion, LB79.Y, C564100,H01854,https://www.genome.jp/entry/ds_ja:H01854,1280,L
Auriculocondylar syndrome;Question mark ears syndrome, LD25.3, C538270,H01884,https://www.genome.jp/entry/ds_ja:H01884,1281,L
Atelosteogenesis type I and III, LD24.E, C535396 C579928,H02064,https://www.genome.jp/entry/ds_ja:H02064,1282,L
"Achondrogenesis type IA;Achondrogenesis, Houston-Harris type", LD24.50, C536015,H00678,https://www.genome.jp/entry/ds_ja:H00678,1283,L
"Achondrogenesis type IB;Achondrogenesis, Fraccaro type", LD24.50, C536019,H02065,https://www.genome.jp/entry/ds_ja:H02065,1284,L
"Achondrogenesis type II;Achondrogenesis, Langer-Saldino type", LD24.50, C536017,H02066,https://www.genome.jp/entry/ds_ja:H02066,1285,L
Hypochondroplasia, LD24.01, C562937,H02068,https://www.genome.jp/entry/ds_ja:H02068,1286,L
SADDAN;Severe achondroplasia with developmental delay and acanthosis nigricans, LD24.00, D000130,H02069,https://www.genome.jp/entry/ds_ja:H02069,1215,L
Kniest dysplasia, LD24.3, C537207,H02070,https://www.genome.jp/entry/ds_ja:H02070,1287,L
Czech dysplasia, LD24.3, C535766,H02071,https://www.genome.jp/entry/ds_ja:H02071,1288,L
Oto-spondylo-megaepiphyseal dysplasia;OSMED;Weissenbacher-Zweymuller syndrome, LD24.3, C536140,H02079,https://www.genome.jp/entry/ds_ja:H02079,1289,L
Fibrochondrogenesis, LD24.3, C562524,H02080,https://www.genome.jp/entry/ds_ja:H02080,1290,L
Omodysplasia, LD24.A, C537746,H02154,https://www.genome.jp/entry/ds_ja:H02154,1291,L
Dyssegmental dysplasia, LD24.3, C537998 C537999,H02155,https://www.genome.jp/entry/ds_ja:H02155,1292,L
Short-rib thoracic dysplasia, LD24.BY, D012779 C537599 C537571,H02157,https://www.genome.jp/entry/ds_ja:H02157,1293,L
Weyers acrofacial dysostosis;Curry-Hall syndrome, LD25.2, C536695,H02158,https://www.genome.jp/entry/ds_ja:H02158,1294,L
Greig cephalopolysyndactyly syndrome, LD26.2, C537300,H02161,https://www.genome.jp/entry/ds_ja:H02161,1295,L
Parastremmatic dwarfism;Parastremmatic dysplasia, LD24.3, C537172,H02183,https://www.genome.jp/entry/ds_ja:H02183,1296,L
Metatropic dysplasia, LD24.3, C537356,H02184,https://www.genome.jp/entry/ds_ja:H02184,1297,L
Osteocraniostenosis;Gracile bone dysplasia, LD24.D, C537291,H02223,https://www.genome.jp/entry/ds_ja:H02223,1298,L
Frontometaphyseal dysplasia, LD25.1, C538064,H02227,https://www.genome.jp/entry/ds_ja:H02227,1299,L
Acromicric dysplasia, LD24.8Y, C535662,H02228,https://www.genome.jp/entry/ds_ja:H02228,1300,L
Arthrogryposis multiplex congenita, LD26.41, C536614,H02299,https://www.genome.jp/entry/ds_ja:H02299,1105,L
Odontochondrodysplasia;Goldblatt syndrome, LD24.Y, C535792,H02349,https://www.genome.jp/entry/ds_ja:H02349,1301,L
Al-Gazali syndrome, LD24.61, C536817,H02436,https://www.genome.jp/entry/ds_ja:H02436,1302,L
Smith-McCort dysplasia, LD24.3, C564589,H02497,https://www.genome.jp/entry/ds_ja:H02497,1303,L
"Joint laxity, short stature, and myopia", LD28.Y, D007593,H02502,https://www.genome.jp/entry/ds_ja:H02502,1304,L
Congenital ichthyosis, EC20.0, D007057,H01771,https://www.genome.jp/entry/ds_ja:H01771,1305,E
X-linked ichthyosis, EC20.01, D016114,H00134,https://www.genome.jp/entry/ds_ja:H00134,825,E
Netherton syndrome, LD27.2, D056770,H00671,https://www.genome.jp/entry/ds_ja:H00671,1306,L
Bullous congenital ichthyosiform erythroderma (BCIE);Epidermolytic hyperkeratosis (EHK), EC20.03, D017488,H00691,https://www.genome.jp/entry/ds_ja:H00691,1307,E
Ichthyosis bullosa of Siemens, EC20.03, D053560,H00693,https://www.genome.jp/entry/ds_ja:H00693,1308,E
"Ichthyosis hystrix, Curth-Macklin type", EC20.03, C536088,H00707,https://www.genome.jp/entry/ds_ja:H00707,1309,E
Annular epidermolytic ichthyosis;Cyclic ichthyosis with epidermolytic hyperkeratosis, EC20.03, C564367,H02265,https://www.genome.jp/entry/ds_ja:H02265,1310,E
KID/HID syndrome, LD27.2, C580224,H00712,https://www.genome.jp/entry/ds_ja:H00712,1311,L
