drugbank_accession_number,generic_name,type,Sequence,groups,ECFP,MeSH,MyID,ecfp_cluster
DB06589,Pazopanib,Small Molecule,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,approved,"[144, 191, 228, 329, 350, 371, 378, 392, 400, 429, 458, 466, 491, 524, 621, 650, 691, 787, 833, 843, 875, 881, 933, 935, 960, 1057, 1096, 1097, 1105, 1145, 1152, 1163, 1171, 1291, 1357, 1380, 1391, 1452, 1476, 1490, 1582, 1586, 1607, 1691, 1704, 1719, 1722, 1733, 1750, 1766, 1819, 1855, 1866, 1873, 1918, 1956, 1974]",C516667,1789,A
DB06590,Ceftaroline fosamil,Small Molecule,[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O,approved investigational,"[5, 14, 80, 116, 122, 192, 233, 243, 263, 293, 294, 314, 378, 385, 387, 427, 431, 440, 454, 463, 470, 486, 495, 514, 534, 552, 561, 650, 653, 663, 670, 673, 675, 691, 695, 698, 715, 716, 719, 725, 753, 792, 807, 833, 859, 926, 935, 940, 980, 998, 999, 1003, 1019, 1057, 1063, 1104, 1152, 1160, 1210, 1218, 1226, 1238, 1264, 1266, 1279, 1308, 1380, 1441, 1508, 1520, 1538, 1567, 1568, 1653, 1750, 1754, 1784, 1789, 1837, 1838, 1840, 1855, 1873, 1880, 1917, 1922, 1971]",C515501,1790,C
DB06594,Agomelatine,Small Molecule,COC1=CC2=C(CCNC(C)=O)C=CC=C2C=C1,approved investigational,"[60, 80, 197, 203, 245, 253, 322, 350, 650, 667, 695, 718, 731, 781, 807, 828, 841, 875, 1017, 1039, 1057, 1087, 1088, 1104, 1152, 1243, 1244, 1349, 1357, 1380, 1536, 1597, 1750, 1855, 1873, 1917, 1972, 2008]",C084711,1791,A
DB06595,Midostaurin,Small Molecule,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O)N(C)C(=O)C1=CC=CC=C1,approved investigational,"[4, 45, 46, 158, 175, 267, 314, 361, 389, 521, 560, 587, 644, 650, 656, 678, 695, 796, 807, 825, 841, 881, 926, 935, 937, 950, 983, 996, 1019, 1057, 1060, 1070, 1088, 1114, 1163, 1199, 1221, 1268, 1274, 1285, 1288, 1292, 1313, 1346, 1357, 1379, 1380, 1385, 1386, 1440, 1467, 1487, 1492, 1569, 1573, 1590, 1657, 1701, 1713, 1726, 1744, 1747, 1750, 1866, 1873, 1917, 1919, 1984, 1985, 1991]",C059539,1792,C
DB06600,Nemonoxacin,Small Molecule,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC=C1N1C[C@@H](C)C[C@H](N)C1)C1CC1,investigational,"[89, 281, 314, 326, 333, 338, 389, 407, 453, 456, 464, 525, 577, 624, 631, 650, 695, 739, 749, 807, 841, 926, 935, 1019, 1027, 1029, 1047, 1053, 1057, 1066, 1148, 1171, 1292, 1295, 1309, 1325, 1357, 1380, 1402, 1440, 1536, 1599, 1698, 1729, 1733, 1750, 1832, 1873, 1892, 1910, 1915, 1916, 1917, 1991]",C543520,1793,C
DB06603,Panobinostat,Small Molecule,CC1=C(CCNCC2=CC=C(\C=C\C(=O)NO)C=C2)C2=CC=CC=C2N1,approved investigational,"[25, 31, 80, 99, 119, 125, 233, 255, 310, 327, 452, 464, 523, 638, 650, 667, 692, 694, 807, 835, 878, 1004, 1057, 1088, 1114, 1152, 1169, 1181, 1199, 1243, 1299, 1308, 1357, 1380, 1573, 1631, 1722, 1745, 1750, 1754, 1783, 1861, 1873, 1917, 1960, 1990, 2033, 2034]",D000077767,1794,A
DB06604,Ilepatril,Small Molecule,[H][C@]12CCC[C@H](N1C(=O)[C@H](CC1=C2C=CC=C1)NC(=O)[C@@H](SC(C)=O)C(C)C)C(O)=O,investigational,"[1, 5, 101, 116, 160, 231, 281, 283, 314, 354, 364, 371, 387, 389, 531, 573, 638, 650, 672, 695, 807, 846, 917, 926, 935, 1017, 1019, 1027, 1028, 1057, 1063, 1088, 1150, 1152, 1199, 1236, 1312, 1325, 1380, 1431, 1462, 1583, 1662, 1685, 1703, 1708, 1750, 1755, 1773, 1859, 1873, 1917, 1951, 2000]",C479877,1795,C
DB06605,Apixaban,Small Molecule,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,approved,"[83, 99, 140, 170, 215, 233, 289, 309, 310, 314, 322, 361, 378, 449, 490, 529, 541, 650, 695, 718, 781, 798, 807, 831, 841, 879, 926, 935, 1017, 1028, 1057, 1171, 1182, 1327, 1369, 1380, 1440, 1457, 1480, 1536, 1679, 1738, 1750, 1796, 1825, 1845, 1852, 1873, 1917, 1956, 1998]",C522181,1796,C
DB07828,Apixaban,Small Molecule,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,approved,"[83, 99, 140, 170, 215, 233, 289, 309, 310, 314, 322, 361, 378, 449, 490, 529, 541, 650, 695, 718, 781, 798, 807, 831, 841, 879, 926, 935, 1017, 1028, 1057, 1171, 1182, 1327, 1369, 1380, 1440, 1457, 1480, 1536, 1679, 1738, 1750, 1796, 1825, 1845, 1852, 1873, 1917, 1956, 1998]",C522181,1796,C
DB06608,Tafenoquine,Small Molecule,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,approved investigational,"[1, 80, 114, 120, 249, 283, 322, 333, 378, 470, 562, 615, 640, 661, 687, 690, 695, 739, 788, 809, 841, 875, 981, 983, 997, 1039, 1057, 1088, 1152, 1171, 1224, 1260, 1314, 1364, 1370, 1380, 1391, 1417, 1453, 1487, 1517, 1522, 1536, 1570, 1617, 1666, 1677, 1706, 1722, 1724, 1750, 1840, 1855, 1873, 1892, 1911, 1928, 1958, 1970, 1984, 2017, 2018]",C055852,1797,A
DB06616,Bosutinib,Small Molecule,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,approved,"[13, 14, 74, 80, 168, 207, 249, 361, 366, 378, 381, 491, 561, 653, 673, 674, 695, 701, 747, 777, 780, 790, 841, 848, 875, 888, 926, 933, 935, 974, 1057, 1097, 1110, 1136, 1145, 1152, 1224, 1236, 1245, 1357, 1362, 1380, 1384, 1452, 1480, 1482, 1498, 1518, 1535, 1536, 1648, 1677, 1683, 1712, 1791, 1809, 1862, 1873, 1911, 1970]",C471992,1798,A
DB06618,Cutamesine,Small Molecule,COC1=C(OC)C=C(CCN2CCN(CCCC3=CC=CC=C3)CC2)C=C1,investigational,"[74, 80, 94, 104, 140, 218, 249, 310, 389, 430, 653, 695, 841, 875, 926, 935, 978, 1027, 1045, 1057, 1066, 1088, 1145, 1199, 1243, 1245, 1380, 1480, 1482, 1536, 1750, 1754, 1791, 1798, 1873, 1911, 1970]",C101789,1799,C
DB06619,Amdoxovir,Small Molecule,NC1=NC(N)=C2N=CN([C@H]3CO[C@@H](CO)O3)C2=N1,investigational,"[4, 80, 128, 194, 222, 244, 307, 378, 409, 577, 656, 658, 660, 802, 807, 879, 926, 932, 935, 1019, 1033, 1095, 1119, 1171, 1240, 1313, 1380, 1452, 1457, 1459, 1509, 1516, 1578, 1696, 1701, 1724, 1748, 1855, 1873, 1921, 1923]",C098393,1800,B
DB06623,Flupirtine,Small Molecule,CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1,investigational,"[12, 80, 90, 147, 255, 259, 276, 294, 310, 378, 638, 650, 695, 699, 807, 967, 1013, 1057, 1099, 1152, 1171, 1224, 1237, 1238, 1326, 1380, 1410, 1416, 1457, 1459, 1574, 1670, 1722, 1750, 1754, 1758, 1816, 1855, 1856, 1873, 1917, 1928, 2004]",C034161,1801,A
DB06624,Taranabant,Small Molecule,C[C@H](NC(=O)C(C)(C)OC1=CC=C(C=N1)C(F)(F)F)[C@@H](CC1=CC=C(Cl)C=C1)C1=CC=CC(=C1)C#N,investigational,"[1, 79, 80, 102, 113, 114, 117, 190, 214, 216, 223, 283, 305, 310, 311, 348, 378, 392, 476, 548, 561, 610, 650, 658, 674, 680, 695, 790, 807, 809, 816, 857, 875, 1039, 1046, 1057, 1070, 1088, 1136, 1152, 1207, 1260, 1344, 1365, 1380, 1384, 1417, 1452, 1453, 1518, 1535, 1570, 1581, 1646, 1665, 1683, 1734, 1736, 1750, 1754, 1873, 1903, 1917, 1928, 1975, 2021]",C521311,1802,A
DB06626,Axitinib,Small Molecule,CNC(=O)C1=C(SC2=CC=C3C(NN=C3\C=C\C3=CC=CC=N3)=C2)C=CC=C1,approved investigational,"[66, 74, 83, 116, 119, 345, 377, 378, 403, 448, 480, 486, 552, 650, 694, 807, 811, 813, 835, 853, 875, 885, 930, 1025, 1057, 1088, 1092, 1114, 1152, 1155, 1199, 1255, 1357, 1380, 1430, 1447, 1449, 1452, 1454, 1592, 1597, 1673, 1733, 1750, 1790, 1866, 1873, 1880, 1917, 1991, 2001, 2004]",D000077784,1803,A
DB06629,Zibotentan,Small Molecule,COC1=NC(C)=CN=C1NS(=O)(=O)C1=CC=CN=C1C1=CC=C(C=C1)C1=NN=CO1,investigational,"[11, 34, 58, 181, 281, 323, 350, 378, 392, 401, 448, 471, 502, 571, 650, 656, 685, 695, 708, 720, 841, 896, 898, 926, 992, 1004, 1043, 1047, 1057, 1088, 1152, 1160, 1164, 1183, 1205, 1233, 1266, 1270, 1380, 1452, 1476, 1517, 1527, 1535, 1536, 1718, 1722, 1731, 1750, 1771, 1842, 1855, 1866, 1873, 1990]",C511404,1804,A
DB06630,Anacetrapib,Small Molecule,COC1=CC(F)=C(C=C1C1=CC=C(C=C1CN1[C@@H](C)[C@H](OC1=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)C,investigational,"[1, 80, 114, 121, 237, 249, 283, 314, 352, 598, 608, 621, 650, 656, 680, 695, 699, 724, 750, 809, 834, 841, 875, 883, 903, 935, 990, 1019, 1057, 1084, 1088, 1094, 1125, 1153, 1158, 1246, 1260, 1279, 1309, 1349, 1380, 1393, 1417, 1453, 1479, 1522, 1536, 1614, 1665, 1750, 1759, 1765, 1775, 1795, 1804, 1840, 1873, 1928, 1961, 1970, 1994]",C530884,1805,A
DB06634,Casopitant,Small Molecule,C[C@@H](N(C)C(=O)N1CC[C@@H](C[C@@H]1C1=CC=C(F)C=C1C)N1CCN(CC1)C(C)=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,investigational,"[1, 38, 86, 114, 160, 242, 283, 303, 365, 410, 512, 529, 558, 573, 650, 699, 752, 807, 809, 847, 852, 875, 881, 903, 926, 935, 985, 1017, 1019, 1027, 1039, 1057, 1158, 1163, 1201, 1260, 1292, 1300, 1312, 1325, 1365, 1380, 1391, 1410, 1417, 1453, 1480, 1487, 1589, 1670, 1708, 1722, 1736, 1750, 1819, 1854, 1859, 1873, 1910, 1917, 1928, 1951, 2009]",C531951,1806,A
DB06635,Otamixaban,Small Molecule,COC(=O)[C@H](CC1=CC(=CC=C1)C(N)=N)[C@@H](C)NC(=O)C1=CC=C(C=C1)C1=CC=[N+]([O-])C=C1,investigational,"[1, 14, 54, 79, 80, 82, 117, 140, 147, 283, 338, 348, 463, 486, 554, 573, 623, 650, 695, 715, 791, 799, 807, 841, 855, 875, 880, 896, 900, 1003, 1024, 1039, 1057, 1066, 1088, 1089, 1102, 1104, 1152, 1160, 1171, 1314, 1380, 1385, 1531, 1665, 1697, 1750, 1754, 1760, 1873, 1917, 1964, 1985, 1990]",C435830,1807,A
DB06636,Isavuconazonium,Small Molecule,[H]C(C)(OC(=O)N(C)C1=C(COC(=O)CNC)C=CC=N1)[N+]1=CN(C[C@](O)(C2=C(F)C=CC(F)=C2)[C@@]([H])(C)C2=NC(=CS2)C2=CC=C(C=C2)C#N)N=C1,approved investigational,"[1, 34, 43, 54, 61, 65, 69, 80, 102, 114, 147, 152, 216, 259, 269, 282, 283, 305, 306, 315, 378, 394, 419, 448, 460, 463, 552, 581, 586, 650, 674, 675, 695, 699, 707, 745, 747, 748, 790, 796, 798, 807, 819, 824, 843, 875, 881, 896, 900, 935, 980, 1038, 1043, 1057, 1088, 1091, 1136, 1152, 1160, 1163, 1210, 1263, 1264, 1266, 1294, 1297, 1349, 1380, 1384, 1386, 1410, 1430, 1435, 1440, 1452, 1475, 1487, 1540, 1567, 1579, 1584, 1597, 1611, 1670, 1721, 1750, 1806, 1811, 1837, 1840, 1855, 1866, 1873, 1908, 1917, 1928, 1954, 1971, 1995]",C508735,1808,A
DB06637,Dalfampridine,Small Molecule,NC1=CC=NC=C1,approved,"[378, 383, 888, 1171, 1208, 1380, 1457, 1463, 1603, 1750, 1804, 1866, 1873]",D015761,1809,A
DB06641,Perifosine,Small Molecule,CCCCCCCCCCCCCCCCCCOP([O-])(=O)OC1CC[N+](C)(C)CC1,investigational,"[13, 80, 119, 192, 294, 299, 426, 486, 563, 591, 596, 643, 650, 695, 715, 794, 926, 1019, 1057, 1143, 1249, 1325, 1348, 1352, 1360, 1394, 1419, 1444, 1503, 1599, 1716, 1745, 1877, 1911, 1936]",C105905,1810,E
DB06652,Vicriviroc,Small Molecule,COC[C@H](N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)C1=C(C)N=CN=C1C)C1=CC=C(C=C1)C(F)(F)F,investigational,"[1, 13, 80, 92, 114, 118, 182, 332, 378, 383, 412, 489, 570, 586, 650, 662, 672, 695, 734, 739, 751, 793, 807, 809, 833, 841, 926, 935, 942, 1005, 1019, 1048, 1055, 1057, 1060, 1076, 1151, 1162, 1260, 1274, 1309, 1355, 1365, 1380, 1415, 1417, 1452, 1453, 1480, 1504, 1652, 1665, 1666, 1722, 1750, 1810, 1839, 1853, 1873, 1879, 1917, 1919, 1928, 2009]",C486781,1811,A
DB06654,Safinamide,Small Molecule,C[C@H](NCC1=CC=C(OCC2=CC(F)=CC=C2)C=C1)C(N)=O,approved investigational,"[1, 80, 102, 107, 113, 140, 230, 255, 283, 310, 322, 380, 638, 650, 654, 695, 699, 718, 720, 745, 782, 807, 875, 920, 989, 1039, 1057, 1066, 1088, 1152, 1171, 1212, 1259, 1380, 1452, 1487, 1670, 1750, 1754, 1850, 1873, 1917, 1928]",C092797,1812,A
DB06660,Saredutant,Small Molecule,CN(C[C@@H](CCN1CCC(CC1)(NC(C)=O)C1=CC=CC=C1)C1=CC=C(Cl)C(Cl)=C1)C(=O)C1=CC=CC=C1,investigational,"[1, 21, 80, 113, 245, 292, 334, 340, 344, 366, 389, 447, 556, 561, 587, 650, 653, 666, 739, 772, 807, 875, 881, 926, 935, 1017, 1057, 1060, 1088, 1128, 1145, 1152, 1162, 1163, 1187, 1192, 1199, 1203, 1221, 1280, 1365, 1380, 1385, 1402, 1480, 1482, 1554, 1586, 1683, 1750, 1759, 1791, 1853, 1860, 1873, 1886, 1917, 1985, 1992]",C073839,1813,C
DB06663,Pasireotide,Small Molecule,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1,approved,"[5, 19, 27, 32, 80, 102, 107, 115, 119, 197, 301, 310, 314, 322, 328, 334, 355, 364, 389, 435, 458, 474, 550, 591, 650, 654, 667, 684, 695, 718, 739, 745, 806, 807, 811, 832, 891, 926, 927, 935, 957, 981, 1006, 1019, 1034, 1038, 1052, 1066, 1068, 1082, 1088, 1114, 1126, 1152, 1171, 1184, 1199, 1279, 1280, 1292, 1312, 1322, 1343, 1349, 1357, 1380, 1452, 1456, 1517, 1573, 1607, 1663, 1689, 1750, 1754, 1758, 1760, 1773, 1783, 1840, 1873, 1879, 1911, 1917, 1937, 2042]",C517782,1814,C
DB06670,Odanacatib,Small Molecule,CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N,investigational,"[1, 31, 80, 114, 136, 201, 319, 344, 350, 392, 573, 650, 674, 678, 692, 715, 736, 753, 770, 790, 807, 825, 896, 913, 926, 979, 1057, 1060, 1132, 1152, 1160, 1162, 1170, 1188, 1199, 1276, 1329, 1365, 1380, 1384, 1424, 1440, 1453, 1476, 1551, 1595, 1667, 1750, 1827, 1853, 1873, 1917, 1928, 1964]",C527128,1815,A
DB06677,Clazosentan,Small Molecule,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C)C=N2)N=C(N=C1OCCO)C1=CC=NC(=C1)C1=NN=NN1,investigational,"[13, 71, 73, 74, 80, 81, 90, 140, 186, 222, 235, 245, 249, 257, 293, 333, 350, 378, 401, 473, 502, 552, 601, 650, 695, 708, 787, 802, 807, 841, 873, 875, 887, 929, 980, 983, 1057, 1083, 1088, 1114, 1152, 1160, 1164, 1199, 1218, 1245, 1266, 1270, 1302, 1369, 1380, 1385, 1410, 1440, 1447, 1452, 1454, 1476, 1495, 1535, 1536, 1609, 1617, 1618, 1722, 1750, 1823, 1842, 1855, 1866, 1873, 1946, 1970, 1985]",C109641,1816,A
DB06678,Esmirtazapine,Small Molecule,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,investigational,"[14, 29, 95, 130, 196, 207, 371, 378, 383, 426, 448, 475, 547, 600, 684, 739, 887, 926, 935, 1019, 1027, 1043, 1057, 1088, 1145, 1199, 1236, 1312, 1380, 1452, 1480, 1564, 1662, 1708, 1750, 1840, 1866, 1873]",D000078785,1817,A
DB06680,Asoprisnil,Small Molecule,[H]\C(=N/O)C1=CC=C(C=C1)[C@@]1([H])C[C@@]2(C)[C@@]([H])(CC[C@]2(COC)OC)[C@]2([H])CCC3=CC(=O)CCC3=C12,investigational,"[10, 25, 80, 84, 208, 242, 253, 270, 274, 280, 296, 314, 343, 455, 519, 529, 592, 621, 650, 654, 679, 690, 694, 695, 709, 725, 797, 807, 815, 841, 864, 926, 960, 1005, 1019, 1057, 1060, 1064, 1065, 1162, 1165, 1273, 1274, 1279, 1325, 1366, 1380, 1386, 1436, 1695, 1738, 1750, 1774, 1803, 1873, 1915, 1920, 1973, 1997, 2027, 2033, 2046]",C488516,1818,D
DB06683,Clevudine,Small Molecule,CC1=CN([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)C(=O)NC1=O,investigational,"[32, 75, 80, 222, 296, 314, 464, 577, 610, 650, 656, 750, 758, 807, 872, 935, 958, 1019, 1048, 1057, 1114, 1144, 1176, 1234, 1257, 1380, 1391, 1401, 1469, 1487, 1488, 1516, 1612, 1722, 1745, 1764, 1873, 1920, 1921, 1928]",C034935,1819,B
DB06684,Vilazodone,Small Molecule,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,approved,"[74, 80, 102, 105, 119, 140, 233, 305, 309, 328, 364, 407, 476, 496, 650, 653, 656, 674, 687, 790, 806, 807, 875, 893, 926, 935, 1114, 1136, 1145, 1171, 1184, 1243, 1349, 1357, 1380, 1384, 1446, 1480, 1482, 1508, 1527, 1604, 1701, 1711, 1750, 1752, 1754, 1764, 1791, 1808, 1810, 1825, 1855, 1873, 1879, 1911, 1912, 1917, 1937, 1939, 1954, 1966, 1975]",D000069503,1820,C
DB06685,Laquinimod,Small Molecule,CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1,investigational,"[45, 80, 172, 202, 267, 288, 294, 314, 366, 389, 504, 561, 564, 586, 650, 741, 783, 785, 807, 881, 932, 935, 974, 1039, 1057, 1088, 1096, 1100, 1145, 1199, 1209, 1221, 1285, 1380, 1602, 1646, 1683, 1750, 1795, 1861, 1873, 1917, 1920, 1978, 1984]",C476223,1821,A
DB06689,Ethanolamine oleate,Small Molecule,NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O,approved,"[80, 222, 294, 389, 401, 473, 591, 650, 694, 775, 794, 807, 981, 1057, 1110, 1143, 1171, 1267, 1287, 1331, 1356, 1440, 1444, 1564, 1737, 1755, 1840, 1911, 1917]",C033343,1822,E
DB06690,Nitrous oxide,Small Molecule,[N-]=[N+]=O,approved vet_approved,"[487, 498, 650, 740, 1213, 1449]",D009609,1823,E
DB06691,Mepyramine,Small Molecule,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,approved vet_approved,"[80, 280, 310, 322, 378, 448, 495, 507, 604, 652, 693, 695, 718, 781, 831, 841, 881, 1008, 1057, 1088, 1147, 1155, 1163, 1199, 1380, 1452, 1534, 1536, 1687, 1750, 1754, 1759, 1866, 1873, 1918, 1951, 2031]",D011738,1824,A
DB06694,Xylometazoline,Small Molecule,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,approved investigational,"[33, 49, 80, 89, 114, 305, 313, 378, 392, 556, 834, 875, 881, 926, 1057, 1114, 1339, 1380, 1391, 1404, 1417, 1430, 1531, 1720, 1722, 1781, 1860, 1866, 1873, 1896, 2034]",C009695,1825,C
DB06695,Dabigatran etexilate,Small Molecule,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1,approved,"[13, 38, 45, 62, 80, 87, 96, 140, 141, 147, 191, 255, 273, 294, 302, 304, 318, 338, 359, 378, 448, 461, 495, 515, 564, 591, 641, 650, 677, 695, 725, 783, 794, 807, 843, 875, 881, 935, 954, 1057, 1088, 1097, 1143, 1145, 1152, 1155, 1171, 1199, 1221, 1238, 1249, 1380, 1385, 1386, 1394, 1416, 1441, 1444, 1452, 1529, 1534, 1564, 1570, 1620, 1627, 1656, 1663, 1697, 1722, 1734, 1750, 1855, 1866, 1873, 1911, 1917, 1918, 1951, 1984, 2021, 2033]",D000069604,1826,A
DB06696,Arbekacin,Small Molecule,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,experimental investigational,"[1, 80, 178, 215, 222, 227, 306, 359, 371, 387, 466, 533, 573, 610, 629, 650, 656, 695, 739, 807, 864, 869, 895, 912, 926, 981, 1019, 1023, 1049, 1054, 1059, 1077, 1108, 1152, 1171, 1234, 1250, 1257, 1292, 1314, 1323, 1325, 1361, 1381, 1391, 1403, 1487, 1516, 1652, 1711, 1764, 1827, 1832, 1840, 1895, 1897, 1917, 1921, 1950, 1956, 1977]",C031986,1827,B
DB06697,Artemether,Small Molecule,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,approved,"[38, 124, 147, 214, 265, 284, 340, 391, 501, 519, 529, 562, 611, 656, 695, 709, 785, 841, 864, 926, 937, 1003, 1019, 1049, 1057, 1060, 1070, 1162, 1274, 1303, 1309, 1323, 1325, 1685, 1825, 1859, 1885, 1916, 1921]",D000077549,1828,D
DB06698,Betahistine,Small Molecule,CNCCC1=CC=CC=N1,approved investigational,"[50, 80, 101, 172, 378, 448, 667, 724, 1057, 1088, 1152, 1153, 1155, 1199, 1243, 1344, 1380, 1430, 1452, 1742, 1750, 1866, 1873, 1995]",D001621,1829,A
DB06699,Degarelix,Small Molecule,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,approved,"[1, 34, 79, 80, 81, 108, 117, 140, 143, 150, 151, 191, 193, 203, 216, 222, 231, 242, 245, 246, 263, 280, 283, 301, 307, 310, 314, 322, 354, 362, 378, 437, 446, 482, 488, 531, 545, 561, 573, 592, 598, 624, 645, 650, 666, 667, 680, 689, 726, 736, 739, 759, 782, 798, 807, 816, 843, 857, 875, 926, 927, 935, 944, 989, 1017, 1019, 1028, 1043, 1048, 1057, 1060, 1066, 1070, 1077, 1087, 1088, 1110, 1114, 1152, 1171, 1199, 1212, 1259, 1283, 1325, 1380, 1387, 1393, 1433, 1442, 1480, 1482, 1526, 1535, 1559, 1575, 1586, 1588, 1603, 1616, 1683, 1750, 1754, 1811, 1816, 1847, 1855, 1864, 1866, 1873, 1911, 1917, 1974, 1990, 2006, 2016, 2030]",C431566,1830,C
DB06700,Desvenlafaxine,Small Molecule,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,approved investigational,"[1, 2, 80, 126, 565, 652, 708, 738, 745, 807, 820, 881, 926, 932, 1028, 1057, 1060, 1154, 1162, 1163, 1313, 1324, 1365, 1380, 1602, 1638, 1750, 1778, 1853, 1860, 1873, 2004]",D000069468,1831,C
DB06701,Dexmethylphenidate,Small Molecule,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1,approved investigational,"[1, 54, 147, 185, 305, 325, 389, 604, 650, 695, 807, 841, 890, 926, 1019, 1028, 1057, 1088, 1114, 1152, 1199, 1219, 1325, 1365, 1380, 1460, 1480, 1507, 1581, 1676, 1741, 1750, 1808, 1873, 1912, 1917]",D064699,1832,C
DB06702,Fesoterodine,Small Molecule,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,approved,"[1, 58, 75, 80, 87, 94, 96, 147, 190, 210, 222, 237, 283, 308, 310, 389, 579, 650, 695, 739, 807, 837, 875, 881, 1035, 1057, 1088, 1199, 1210, 1307, 1349, 1365, 1368, 1380, 1476, 1581, 1712, 1729, 1750, 1754, 1769, 1775, 1873, 1917, 1951, 1970]",C526675,1833,A
DB06704,Iobenguane,Small Molecule,NC(N)=NCC1=CC(I)=CC=C1,approved investigational,"[80, 140, 351, 372, 661, 725, 807, 875, 947, 1039, 1066, 1088, 1146, 1171, 1274, 1380, 1529, 1594, 1603, 1658, 1744, 1750, 1754, 1802, 1873, 1926]",D019797,1834,A
DB09497,Iobenguane,Small Molecule,NC(N)=NCC1=CC(I)=CC=C1,approved investigational,"[80, 140, 351, 372, 661, 725, 807, 875, 947, 1039, 1066, 1088, 1146, 1171, 1274, 1380, 1529, 1594, 1603, 1658, 1744, 1750, 1754, 1802, 1873, 1926]",D019797,1834,A
