"sampleid","link","CCLE.name","Cell.line.primary.name","Cell.line.aliases","Gender","Site.Primary","Histology","Hist.Subtype1","Notes","Source","Expression.arrays","SNP.arrays","Oncomap","Hybrid.Capture.Sequencing","CCLE_rnaseq.sampleid","tissueid","Cellosaurus.Disease.Type","Cellosaurus.Accession.id","PharmacoDB.id","unique.tissueid.fromstudies","CellLine.Type","Metastatic"
"L-1236","http://www.broadinstitute.org/ccle/cell%20lines/L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L-1236",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Hodgkin_lymphoma",NA,"DSMZ","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_H01_241210","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H12_293470","yes","yes","L-1236","Lymphoid","Hodgkin lymphoma","CVCL_2096","L1236_813_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"L-363","http://www.broadinstitute.org/ccle/cell%20lines/L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L-363",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F03_474754","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G06_578350","yes","yes","L-363","Lymphoid","Plasma cell myeloma","CVCL_1357","L363_814_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"L-428","http://www.broadinstitute.org/ccle/cell%20lines/L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L-428",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Hodgkin_lymphoma",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E07_474598","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E10_490496","yes","yes","L-428","Lymphoid","Hodgkin lymphoma","CVCL_1361","L428_815_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"L-540","http://www.broadinstitute.org/ccle/cell%20lines/L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","L-540",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","Hodgkin_lymphoma",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_H03_523604","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A08_542868","yes","yes","L-540","Lymphoid","Hodgkin lymphoma","CVCL_1362","L540_816_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"L3.3","http://www.broadinstitute.org/ccle/cell%20lines/L33_PANCREAS","L33_PANCREAS","L3.3",NA,NA,"pancreas","carcinoma","NS",NA,"Academic Lab","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G09_241010","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A03_256006","yes","yes","L3.3","Pancreas","Pancreatic adenosquamous carcinoma","CVCL_8147","L3.3_817_2019","pancreas","Cancer cell line",TRUE
"LAMA-84","http://www.broadinstitute.org/ccle/cell%20lines/LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","LAMA-84",NA,"F","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","blast_phase_chronic_myeloid_leukaemia",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F04_523560","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E11_578318","yes",NA,"LAMA-84","Myeloid","Chronic myelogenous leukemia, BCR-ABL1 positive","CVCL_0388","LAMA84_818_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"LC-1/sq-SF","http://www.broadinstitute.org/ccle/cell%20lines/LC1SQSF_LUNG","LC1SQSF_LUNG","LC-1/sq-SF","LC-1 sq","M","lung","carcinoma","squamous_cell_carcinoma","Identical lines: LC-1/sq-SF and LC-1F share high SNP identity.","RIKEN","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_G03_569408","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D06_293362","yes","yes",NA,"Lung","Squamous cell lung carcinoma","CVCL_5480","LC1/sqSF_829_2019","lung","Cancer cell line",NA
"LC-1F","http://www.broadinstitute.org/ccle/cell%20lines/LC1F_LUNG","LC1F_LUNG","LC-1F",NA,"M","lung","carcinoma","squamous_cell_carcinoma","Identical lines: LC-1/sq-SF and LC-1F share high SNP identity.","RIKEN","GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_F02_587572","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F01_578430","yes","yes","LC-1F","Lung","Squamous cell lung carcinoma","CVCL_1372","LC1F_830_2019","lung","Cancer cell line",NA
"LCLC-103H","http://www.broadinstitute.org/ccle/cell%20lines/LCLC103H_LUNG","LCLC103H_LUNG","LCLC-103H",NA,"M","lung","carcinoma","large_cell_carcinoma",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E02_474726","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G07_490368","yes","yes","LCLC-103H","Lung","Large cell lung carcinoma","CVCL_1375","LCLC103H_833_2019","lung","Cancer cell line",TRUE
"LCLC-97TM1","http://www.broadinstitute.org/ccle/cell%20lines/LCLC97TM1_LUNG","LCLC97TM1_LUNG","LCLC-97TM1",NA,"M","lung","carcinoma","large_cell_carcinoma",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E10_474630","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B01_578428","yes","yes","LCLC-97TM1","Lung","Large cell lung carcinoma","CVCL_1376","LCLC97TM1_834_2019","lung","Cancer cell line",NA
"Li-7","http://www.broadinstitute.org/ccle/cell%20lines/LI7_LIVER","LI7_LIVER","Li-7",NA,NA,"liver","carcinoma","hepatocellular_carcinoma",NA,"RIKEN","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F10_698850","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C03_592658","yes","yes","Li-7","Liver","Hepatocellular carcinoma","CVCL_3840","Li7_835_2019","liver","Cancer cell line",NA
"LK-2","http://www.broadinstitute.org/ccle/cell%20lines/LK2_LUNG","LK2_LUNG","LK-2",NA,"M","lung","carcinoma","squamous_cell_carcinoma",NA,"RIKEN","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D11_240942","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C02_246660","yes","yes","LK-2","Lung","Squamous cell lung carcinoma","CVCL_1377","LK2_837_2019","lung","Cancer cell line",NA
"LMSU","http://www.broadinstitute.org/ccle/cell%20lines/LMSU_STOMACH","LMSU_STOMACH","LMSU",NA,NA,"stomach","carcinoma","adenocarcinoma",NA,"RIKEN","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C05_698910","QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_C11_592636","yes","yes","LMSU","Esophagus/Stomach","Gastric carcinoma","CVCL_4849","LMSU_838_2019","stomach","Cancer cell line",TRUE
"LN-18","http://www.broadinstitute.org/ccle/cell%20lines/LN18_CENTRAL_NERVOUS_SYSTEM","LN18_CENTRAL_NERVOUS_SYSTEM","LN-18",NA,"M","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A02_240852","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F06_246740","yes","yes","LN-18","CNS/Brain","Glioblastoma","CVCL_0392","LN18_839_2019","central_nervous_system","Cancer cell line",NA
"LN-215","http://www.broadinstitute.org/ccle/cell%20lines/LN215_CENTRAL_NERVOUS_SYSTEM","LN215_CENTRAL_NERVOUS_SYSTEM","LN-215","LN215",NA,"central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_B08_767834",NA,NA,NA,NA,"CNS/Brain","Astrocytoma","CVCL_3954","LN215_840_2019","central_nervous_system","Cancer cell line",NA
"LN-229","http://www.broadinstitute.org/ccle/cell%20lines/LN229_CENTRAL_NERVOUS_SYSTEM","LN229_CENTRAL_NERVOUS_SYSTEM","LN-229",NA,"F","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C01_436536","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B03_437536","yes","yes","LN-229","CNS/Brain","Glioblastoma","CVCL_0393","LN229_841_2019","central_nervous_system","Cancer cell line",NA
"LN-235","http://www.broadinstitute.org/ccle/cell%20lines/LN235_CENTRAL_NERVOUS_SYSTEM","LN235_CENTRAL_NERVOUS_SYSTEM","LN-235","LN235",NA,"central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A06_767896",NA,NA,NA,NA,"CNS/Brain","Astrocytoma","CVCL_3957","LN235_842_2019","central_nervous_system","Cancer cell line",NA
"LN-308","http://www.broadinstitute.org/ccle/cell%20lines/LNZ308_CENTRAL_NERVOUS_SYSTEM","LNZ308_CENTRAL_NERVOUS_SYSTEM","LNZ308",NA,NA,"central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D03_767888",NA,NA,NA,NA,"CNS/Brain","Astrocytoma","CVCL_0394","LNZ308_852_2019","central_nervous_system","Cancer cell line",NA
"LN-319","http://www.broadinstitute.org/ccle/cell%20lines/LN319_CENTRAL_NERVOUS_SYSTEM","LN319_CENTRAL_NERVOUS_SYSTEM","LN-319","LN319",NA,"central_nervous_system","glioma","astrocytoma_Grade_III",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C06_767884",NA,NA,NA,NA,"CNS/Brain","Astrocytoma","CVCL_3958","LN319_843_2019","central_nervous_system","Cancer cell line",NA
"LN-340","http://www.broadinstitute.org/ccle/cell%20lines/LN340_CENTRAL_NERVOUS_SYSTEM","LN340_CENTRAL_NERVOUS_SYSTEM","LN-340","LN340",NA,"central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_D04_767836",NA,NA,NA,NA,"CNS/Brain","Glioblastoma","CVCL_3955","LN340_844_2019","central_nervous_system","Cancer cell line",NA
"LN-382","http://www.broadinstitute.org/ccle/cell%20lines/LN382_CENTRAL_NERVOUS_SYSTEM","LN382_CENTRAL_NERVOUS_SYSTEM","LN382",NA,NA,"central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_C09_767926",NA,NA,NA,NA,"CNS/Brain","Glioblastoma","CVCL_3956","LN382_849_2019","central_nervous_system","Cancer cell line",NA
"LN-428","http://www.broadinstitute.org/ccle/cell%20lines/LN428_CENTRAL_NERVOUS_SYSTEM","LN428_CENTRAL_NERVOUS_SYSTEM","LN-428","LN428",NA,"central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A08_767846",NA,NA,NA,NA,"CNS/Brain","Glioblastoma","CVCL_3959","LN428_846_2019","central_nervous_system","Cancer cell line",NA
"LN-443","http://www.broadinstitute.org/ccle/cell%20lines/LN443_CENTRAL_NERVOUS_SYSTEM","LN443_CENTRAL_NERVOUS_SYSTEM","LN-443","LN443",NA,"central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A02_767870",NA,NA,NA,NA,"CNS/Brain","Glioblastoma","CVCL_3960","LN443_847_2019","central_nervous_system","Cancer cell line",NA
"LN-464","http://www.broadinstitute.org/ccle/cell%20lines/LN464_CENTRAL_NERVOUS_SYSTEM","LN464_CENTRAL_NERVOUS_SYSTEM","LN-464","LN464",NA,"central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"Academic Lab / Achilles","RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_B09_767964",NA,NA,NA,NA,"CNS/Brain","Glioblastoma","CVCL_3962","LN464_848_2019","central_nervous_system","Cancer cell line",NA
"LNCaP clone FGC","http://www.broadinstitute.org/ccle/cell%20lines/LNCAPCLONEFGC_PROSTATE","LNCAPCLONEFGC_PROSTATE","LNCaP clone FGC","LNCap.FGC","M","prostate","carcinoma","adenocarcinoma",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C03_296042","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C02_293330","yes","yes","LNCaP_clone_FGC","Prostate","Prostate carcinoma","CVCL_1379","LNCaPCloneFGC_851_2019","prostate","Cancer cell line",TRUE
"LOU-NH91","http://www.broadinstitute.org/ccle/cell%20lines/LOUNH91_LUNG","LOUNH91_LUNG","LOU-NH91",NA,"F","lung","carcinoma","squamous_cell_carcinoma",NA,"DSMZ","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_D09_240938","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B04_246640","yes","yes","LOU-NH91","Lung","Squamous cell lung carcinoma","CVCL_2104","LOUNH91_854_2019","lung","Cancer cell line",NA
"Loucy","http://www.broadinstitute.org/ccle/cell%20lines/LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Loucy",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","acute_lymphoblastic_T_cell_leukaemia",NA,"ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C10_454628","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_C12_437276","yes","yes","Loucy","Lymphoid","Adult T acute lymphoblastic leukemia","CVCL_1380","LOUCY_855_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"LoVo","http://www.broadinstitute.org/ccle/cell%20lines/LOVO_LARGE_INTESTINE","LOVO_LARGE_INTESTINE","LoVo",NA,"M","large_intestine","carcinoma","adenocarcinoma",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E09_296102","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D05_293360","yes","yes","LoVo","Bowel","Colon adenocarcinoma","CVCL_0399","LoVo_856_2019","large_intestine","Cancer cell line",TRUE
"LOX-IMVI","http://www.broadinstitute.org/ccle/cell%20lines/LOXIMVI_SKIN","LOXIMVI_SKIN","LOX IMVI","LOX",NA,"skin","malignant_melanoma","NS",NA,"NCI/DCTD","PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_D08_257684","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H09_293464","yes","yes","LOX_IMVI","Skin","Amelanotic melanoma","CVCL_1381","LOXIMVI_857_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",TRUE
"LP-1","http://www.broadinstitute.org/ccle/cell%20lines/LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","LP-1",NA,"F","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","plasma_cell_myeloma",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_G01_523518","MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_E07_578286","yes","yes","LP-1","Lymphoid","Plasma cell myeloma","CVCL_0012","LP1_858_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"LS1034","http://www.broadinstitute.org/ccle/cell%20lines/LS1034_LARGE_INTESTINE","LS1034_LARGE_INTESTINE","LS1034",NA,"M","large_intestine","carcinoma","adenocarcinoma",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G05_296142","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D04_335266","yes","yes","LS1034","Bowel","Cecum adenocarcinoma","CVCL_1382","LS1034_860_2019","large_intestine","Cancer cell line",NA
"LS123","http://www.broadinstitute.org/ccle/cell%20lines/LS123_LARGE_INTESTINE","LS123_LARGE_INTESTINE","LS123",NA,"F","large_intestine","carcinoma","adenocarcinoma",NA,"ATCC","BITTS_p_NCLE_RNA12_HG-U133_Plus_2_B03_698798","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C04_335242","yes","yes","LS123","Bowel","Colon adenocarcinoma","CVCL_1383","LS123_861_2019","large_intestine","Cancer cell line",NA
"LS180","http://www.broadinstitute.org/ccle/cell%20lines/LS180_LARGE_INTESTINE","LS180_LARGE_INTESTINE","LS 180",NA,"F","large_intestine","carcinoma","adenocarcinoma",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_G11_296154","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E07_335296","yes","yes","LS_180","Bowel","Colon adenocarcinoma","CVCL_0397","LS180_859_2019","large_intestine","Cancer cell line",NA
"LS411N","http://www.broadinstitute.org/ccle/cell%20lines/LS411N_LARGE_INTESTINE","LS411N_LARGE_INTESTINE","LS411N",NA,"M","large_intestine","carcinoma","adenocarcinoma",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C04_296044","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C03_293332","yes","yes","LS411N","Bowel","Cecum adenocarcinoma","CVCL_1385","LS411N_863_2019","large_intestine","Cancer cell line",NA
"LS513","http://www.broadinstitute.org/ccle/cell%20lines/LS513_LARGE_INTESTINE","LS513_LARGE_INTESTINE","LS513",NA,"M","large_intestine","carcinoma","adenocarcinoma","Identical lines: HCC-1588 and LS513 share high SNP identity. Really is LS513","ATCC","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_C01_569564","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_D10_542812","yes","yes","LS513","Bowel","Cecum adenocarcinoma","CVCL_1386","LS513_864_2019","large_intestine","Cancer cell line",NA
"Lu-65","http://www.broadinstitute.org/ccle/cell%20lines/LU65_LUNG","LU65_LUNG","LU65",NA,"M","lung","carcinoma","non_small_cell_carcinoma",NA,"HSRRB","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E10_436478","BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E02_464726","yes","yes","LU65","Lung","Lung giant cell carcinoma","CVCL_1392","LU65_869_2019","lung","Cancer cell line",NA
"Lu-99A","http://www.broadinstitute.org/ccle/cell%20lines/LU99_LUNG","LU99_LUNG","LU99","LU99A","M","lung","carcinoma","large_cell_carcinoma",NA,"HSRRB","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B12_419712","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C03_437544","yes","yes","LU99","Lung","Lung giant cell carcinoma","CVCL_1393","LU99A_870_2019","lung","Cancer cell line",NA
"LUDLU-1","http://www.broadinstitute.org/ccle/cell%20lines/LUDLU1_LUNG","LUDLU1_LUNG","LUDLU-1",NA,"M","lung","carcinoma","squamous_cell_carcinoma",NA,"ECACC","BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H03_419816","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A03_437566","yes","yes","LUDLU-1","Lung","Squamous cell lung carcinoma","CVCL_2582","LUDLU1_871_2019","lung","Cancer cell line",NA
"LXF 289","http://www.broadinstitute.org/ccle/cell%20lines/LXF289_LUNG","LXF289_LUNG","LXF-289",NA,"M","lung","carcinoma","adenocarcinoma",NA,"DSMZ","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_G02_523642","AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G10_542940","yes","yes","LXF-289","Lung","Lung adenocarcinoma","CVCL_1394","LXF289_872_2019","lung","Cancer cell line",NA
"M-07e","http://www.broadinstitute.org/ccle/cell%20lines/M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","M-07e","MO7e","F","haematopoietic_and_lymphoid_tissue","haematopoietic_neoplasm","acute_myeloid_leukaemia",NA,"DSMZ","WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E06_474722","CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A05_490478","yes","yes","M-07e","Myeloid","Childhood acute megakaryoblastic leukemia","CVCL_2106","M07e_875_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"M059J",NA,NA,"M059J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CNS/Brain","Glioblastoma","CVCL_0400","M059J_877_2019","central_nervous_system","Cancer cell line",NA
"M059K","http://www.broadinstitute.org/ccle/cell%20lines/M059K_CENTRAL_NERVOUS_SYSTEM","M059K_CENTRAL_NERVOUS_SYSTEM","M059K",NA,"M","central_nervous_system","glioma","astrocytoma_Grade_IV",NA,"ATCC","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E03_241142","ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G05_256154","yes","yes","M059K","CNS/Brain","Glioblastoma","CVCL_0401","M059K_878_2019","central_nervous_system","Cancer cell line",NA
"Malme-3M","http://www.broadinstitute.org/ccle/cell%20lines/MALME3M_SKIN","MALME3M_SKIN","Malme-3M",NA,"M","skin","malignant_melanoma","NS",NA,"ATCC","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_F02_240972","HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_F09_293416","yes","yes","Malme-3M","Skin","Melanoma","CVCL_1438","Malme3M_882_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",TRUE
"MC116","http://www.broadinstitute.org/ccle/cell%20lines/MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","MC116",NA,"M","haematopoietic_and_lymphoid_tissue","lymphoid_neoplasm","B_cell_lymphoma_unspecified",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_A07_383728","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D11_335280","yes","yes","MC116","Lymphoid","B-cell non-Hodgkin lymphoma","CVCL_1399","MC116_887_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",NA
"MCAS","http://www.broadinstitute.org/ccle/cell%20lines/MCAS_OVARY","MCAS_OVARY","MCAS",NA,"F","ovary","carcinoma","adenocarcinoma",NA,"HSRRB","METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B02_240876","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_C08_246672","yes","yes","MCAS","Ovary/Fallopian Tube","Ovarian mucinous cystadenocarcinoma","CVCL_3020","MCAS_888_2019","ovary","Cancer cell line",NA
"MCF-7","http://www.broadinstitute.org/ccle/cell%20lines/MCF7_BREAST","MCF7_BREAST","MCF7",NA,"F","breast","carcinoma","NS","Identical lines: MCF-7 and KPL-1 share high SNP identity","ATCC","MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G05_454738","PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B09_437556","yes","yes","MCF7","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_0031","MCF7_895_2019","breast","Cancer cell line",TRUE
"MDA-MB-134-VI","http://www.broadinstitute.org/ccle/cell%20lines/MDAMB134VI_BREAST","MDAMB134VI_BREAST","MDA-MB-134-VI",NA,"F","breast","carcinoma","ductal_carcinoma",NA,"ATCC","SILOS_p_NCLE_RNA9_HG-U133_Plus_2_D08_523486","SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B09_592874","yes","yes","MDA-MB-134-VI","Breast","Invasive lobular breast carcinoma","CVCL_0617","MDAMB134VI_897_2019","breast","Cancer cell line",TRUE
"MDA-MB-157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MDA-MB-157","Breast","Breast carcinoma","CVCL_0618","MDAMB157_898_2019","breast","Cancer cell line",TRUE
"MDA-MB-175-VII","http://www.broadinstitute.org/ccle/cell%20lines/MDAMB175VII_BREAST","MDAMB175VII_BREAST","MDA-MB-175-VII",NA,"F","breast","carcinoma","ductal_carcinoma",NA,"ATCC","AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G03_436510","LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_D07_437294","yes",NA,"MDA-MB-175-VII","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_1400","MDAMB175VII_899_2019","breast","Cancer cell line",TRUE
"MDA-MB-231","http://www.broadinstitute.org/ccle/cell%20lines/MDAMB231_BREAST","MDAMB231_BREAST","MDA-MB-231",NA,"F","breast","carcinoma","NS",NA,"ATCC","BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_A01_241042","LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_G12_246776","yes","yes","MDA-MB-231","Breast","Breast adenocarcinoma","CVCL_0062","MDAMB231_900_2019","breast","Cancer cell line",TRUE
"MDA-MB-361","http://www.broadinstitute.org/ccle/cell%20lines/MDAMB361_BREAST","MDAMB361_BREAST","MDA-MB-361",NA,"F","breast","carcinoma","NS",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_C08_383600","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F11_335328","yes","yes","MDA-MB-361","Breast","Breast adenocarcinoma","CVCL_0620","MDAMB361_902_2019","breast","Cancer cell line",TRUE
"MDA-MB-415","http://www.broadinstitute.org/ccle/cell%20lines/MDAMB415_BREAST","MDAMB415_BREAST","MDA-MB-415",NA,"F","breast","carcinoma","NS",NA,"ATCC","NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H09_296174","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C09_335252","yes","yes","MDA-MB-415","Breast","Breast adenocarcinoma","CVCL_0621","MDAMB415_903_2019","breast","Cancer cell line",TRUE
"MDA-MB-435","http://www.broadinstitute.org/ccle/cell%20lines/MDAMB435S_SKIN","MDAMB435S_SKIN","MDA-MB-435S",NA,"F","skin","malignant_melanoma","NS",NA,"ATCC","CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_D05_569444","VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F03_698654","yes","yes","MDA-MB-435S","Skin","Amelanotic melanoma","CVCL_0417","MDAMB435_904_2019","haematopoietic_and_lymphoid_tissue","Cancer cell line",TRUE
"MDA-MB-436","http://www.broadinstitute.org/ccle/cell%20lines/MDAMB436_BREAST","MDAMB436_BREAST","MDA-MB-436",NA,"F","breast","carcinoma","NS",NA,"ATCC","CASED_p_NCLE_RNA4_HG-U133_Plus_2_C09_383596","FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F10_335326","yes","yes","MDA-MB-436","Breast","Invasive ductal carcinoma, not otherwise specified","CVCL_0623","MDAMB436_905_2019","breast","Cancer cell line",TRUE
